#
#   VizieR Astronomical Server: http://cdsweb.u-strasbg.fr	2004-12-14T03:08:22
#   Explanations and Statistics of UCDs:			See LINK below
#   In case of problem, please report to:	question@simbad.u-strasbg.fr
#    (link)
#
#Coosys	J2000:	eq_FK5 2000
#INFO	Ref=Vxml7809
#INFO	Target=134.621757+11.857701,bm=60.000000/60.

#RESOURCE=1280
#Name: I/280A
#Title:	All-sky Compiled Catalogue of 2.5 million stars (Kharchenko 2001)
#Table	I_280A_ascc01:
#Name: I/280A/ascc01
#Title:	The all-sky catalogue of 2.5million stars
#Coosys	J2000_1991.250:	eq_FK5 2000_1991.250
#Column	recno	(I8)	Record number within the original table (starting from 1)        (link)	[ucd=RECORD]
#Column	RAJ2000	(F12.8)	Right Ascension J2000.0, epoch 1991.25        (link)	[ucd=POS_EQ_RA_MAIN]
#Column	DEJ2000	(F12.8)	Declination J2000.0, epoch 1991.25	[ucd=POS_EQ_DEC_MAIN]
#Column	Plx	(F7.2)	? Trigonometric parallax	[ucd=POS_PARLX_TRIG]
#Column	e_Plx	(F6.2)	? Standard error in Plx	[ucd=ERROR]
#Column	pmRA	(F8.2)	Proper Motion in RA*cos(DE)	[ucd=POS_EQ_PMRA]
#Column	pmDE	(F8.2)	Proper Motion in Declination	[ucd=POS_EQ_PMDEC]
#Column	Bmag	(F6.3)	? B magnitude in Johnson system	[ucd=PHOT_JHN_B]
#Column	Vmag	(F6.3)	? V magnitude in Johnson system	[ucd=PHOT_JHN_V]
#Column	SpType	(A12)	Spectral type in MK or HD system	[ucd=SPECT_TYPE_MK]
#Column	TYC1	(I4)	? TYC1 number from Tycho-2        (link)	[ucd=ID_ALTERNATIVE]
#Column	TYC2	(I5)	? TYC2 number from Tycho-2        (link)	[ucd=ID_ALTERNATIVE]
#Column	TYC3	(I1)	? TYC3 number from Tycho-2	[ucd=ID_ALTERNATIVE]

recno	RAJ2000	DEJ2000	Plx	e_Plx	pmRA	pmDE	Bmag	Vmag	SpType	TYC1	TYC2	TYC3
  946910	134.65907625	+12.23189239	       	      	   -4.98	   -3.92	11.830	11.151	            	 814	   65	1
  946980	134.98558775	+11.71905124	       	      	    6.91	   -7.42	11.920	11.695	            	 814	 1967	1
  946846	134.26961504	+11.64775640	  60.84	  3.45	  -30.84	 -323.42	12.110	10.606	M5          	 814	 2449	1
 2499273	134.26943404	+11.64762284	  60.99	  3.45	  -35.20	 -317.98	      	12.649
  946862	134.37458553	+11.53390718	       	      	   -2.38	   -4.02	13.143	11.467	            	 814	  192	1
  946968	134.93722380	+11.58936658	  -7.40	 22.20	   -5.64	  -12.38	10.554	10.140	F8          	 814	 1482	1
  946935	134.80251867	+12.23092637	  17.20	 34.20	  -44.14	    9.39	11.003	10.644	            	 814	   49	1
  946969	134.93724234	+12.14884806	       	      	   -3.47	  -17.68	11.941	10.904	            	 814	 1633	1
  946894	134.53623128	+12.28294830	       	      	    4.31	    7.47	11.799	11.688	            	 814	 1139	1
  946996	135.07280100	+11.84919420	       	      	   -8.48	  -19.52	12.026	11.823	            	 814	 1663	1
  946967	134.93389552	+12.17755861	       	      	   -5.38	    1.47	12.819	12.265	            	 814	  275	1
  946895	134.53789608	+11.41961506	 -14.00	 54.29	  -14.33	   -6.32	11.457	10.683	            	 814	 1546	1
  946897	134.54202747	+12.30472857	  -6.90	 33.90	   -7.13	    1.83	10.944	10.443	            	 814	 2277	1
  946842	134.25706664	+12.17781104	  93.00	 64.19	  -13.40	  -18.05	11.601	10.798	            	 814	  807	1
  946985	135.00488080	+12.16822675	       	      	   -7.88	   -2.72	11.592	11.379	            	 814	 1313	1
  946928	134.76818711	+12.32702754	       	      	  -22.98	   -1.72	12.455	11.951	            	 814	  729	1
  946845	134.26549527	+12.22292007	   4.90	 12.00	  -15.35	   -9.29	 9.903	 8.463	K0          	 814	 1187	1
  946966	134.93078538	+11.44815239	       	      	  -61.88	   36.47	12.691	12.120	            	 814	 1918	1
  946822	134.15375671	+11.61087242	       	      	   -0.58	   -4.82	12.689	12.166	            	 814	 1550	1
  946856	134.34313409	+11.39069652	  94.59	 66.90	   -7.04	   -2.76	11.543	11.288	            	 814	  446	1
  946814	134.12339216	+12.10433639	       	      	  -13.58	   -0.12	12.426	11.959	            	 814	 2289	1
  947000	135.10375219	+12.19573889	       	      	  -30.48	  -60.02	12.978	11.668	            	 814	 1255	1
  946987	135.01307320	+11.40943582	  15.10	 45.50	   12.95	  -36.98	11.537	10.783	            	 814	 2944	1
  947007	135.12228710	+12.22328291	       	      	   12.31	    3.87	11.741	11.157	            	 814	  239	1
  946816	134.12624328	+11.45880005	       	      	   -4.98	   -1.72	12.693	11.102	            	 814	  780	1
  947005	135.12083942	+11.42333276	       	      	    0.31	    0.57	12.541	11.160	            	 814	 2905	1

