  139318	1.081624	13 24 25.19	-10 05 49.0	139318	 	13 21 47.105	 0.0030	-09 50 10.73	-0.027	    	 9.2	G0
  157876	1.125751	13 20 45.24	-11 27 02.3	157876	 	13 18 06.984	-0.0012	-11 11 18.78	-0.021	    	 8.6	M1
  157880	1.151110	13 21 28.22	-10 27 42.2	157880	 	13 18 50.367	-0.0018	-10 11 59.05	-0.034	    	 9.1	K2
  157963	1.171120	13 29 35.85	-10 42 43.8	157963	 	13 26 57.477	-0.0017	-10 27 14.02	-0.022	    	 8.4	F2
  157869	1.198553	13 20 19.97	-11 18 14.9	157869	 	13 17 42.169	-0.0085	-11 02 31.04	-0.015	    	 6.8	K0
  157966	1.204788	13 29 54.86	-11 29 47.7	157966	 	13 27 16.029	-0.0001	-11 14 17.84	-0.035	    	 8.6	F5
  157961	1.276632	13 29 17.72	-10 22 38.7	157961	 	13 26 39.455	-0.0006	-10 07 09.33	-0.005	    	 9.0	A0
  157928	1.329268	13 25 38.61	-12 29 09.9	157928	 	13 22 59.671	-0.0019	-12 13 34.31	-0.011	    	 8.8	F8
  157855	1.410039	13 19 26.42	-11 08 55.2	157855	 	13 16 48.554	-0.0051	-10 53 10.42	-0.008	    	 8.7	F5
  157860	1.431597	13 19 44.06	-11 40 23.2	157860	 	13 17 05.851	-0.0027	-11 24 37.86	-0.027	    	 7.1	A2
  157959	1.496164	13 28 42.92	-12 23 01.4	157959	 	13 26 03.872	-0.0025	-12 07 31.54	 0.006	    	 8.9	G5
  139285	1.513037	13 20 28.09	-10 11 26.3	139285	 	13 17 50.316	-0.0002	-09 55 43.64	 0.005	    	 8.1	K0
  139293	1.518705	13 21 12.36	-09 59 56.8	139293	 	13 18 34.977	-0.0072	-09 44 17.00	 0.041	    	 7.0	G5
  157980	1.536462	13 31 26.15	-11 02 29.3	157980	 	13 28 47.519	-0.0016	-10 47 03.73	 0.000	    	 9.0	G0
  157970	1.569568	13 30 23.31	-12 04 52.8	157970	 	13 27 44.026	 0.0030	-11 49 25.65	 0.004	    	 9.0	F8
  157938	1.590948	13 26 43.15	-12 42 27.8	157938	 	13 24 04.412	-0.0092	-12 26 53.17	-0.025	    	 5.6	K2
  157886	1.603241	13 22 08.19	-12 34 46.8	157886	 	13 19 29.342	-0.0004	-12 19 05.66	-0.014	    	 7.1	K5
  139354	1.630843	13 28 28.45	-09 44 38.2	139354	 	13 25 50.529	-0.0011	-09 29 07.90	 0.003	    	 8.4	K0
  157956	1.668570	13 28 26.28	-12 37 44.1	157956	 	13 25 47.092	-0.0015	-12 22 12.97	-0.012	    	 8.8	A3
  157871	1.676094	13 20 25.85	-12 21 58.6	157871	 	13 17 47.273	-0.0019	-12 06 15.15	-0.010	    	 9.3	F5
  157989	1.691765	13 32 04.85	-11 15 24.3	157989	 	13 29 26.026	-0.0003	-10 59 54.43	-0.106	    	 8.5	G0
  157851	1.711382	13 19 03.69	-11 58 57.4	157851	 	13 16 25.350	-0.0019	-11 43 12.91	 0.010	    	 8.9	F8
  157848	1.776052	13 18 49.91	-12 00 55.4	157848	 	13 16 11.635	-0.0032	-11 45 09.85	-0.005	    	 7.2	A0
  139310	1.808014	13 23 25.37	-09 24 24.0	139310	 	13 20 47.809	-0.0008	-09 08 44.71	-0.016	    	 8.5	F5
  157863	1.822647	13 20 00.11	-12 28 09.2	157863	 	13 17 21.714	-0.0058	-12 12 26.58	 0.019	    	 8.8	G5
  157984	1.859800	13 31 48.47	-10 15 31.4	157984	 	13 29 10.366	-0.0052	-10 00 05.09	-0.026	    	 8.3	K2
  139276	1.865581	13 19 10.17	-10 01 34.9	139276	 	13 16 32.433	 0.0016	-09 45 49.49	-0.013	    	 9.1	F2
  139278	1.889564	13 19 12.79	-09 58 24.4	139278	 	13 16 35.232	-0.0015	-09 42 38.53	-0.022	    	 9.0	Ma
  157947	1.894710	13 27 28.36	-12 58 18.1	157947	 	13 24 49.178	-0.0037	-12 42 46.88	 0.019	    	 9.0	K2
  157937	1.895421	13 26 41.55	-13 01 14.3	157937	 	13 24 02.180	 0.0007	-12 45 42.02	 0.022	    	 8.7	K0
  157858	1.899720	13 19 37.00	-12 29 01.6	157858	 	13 16 58.488	-0.0033	-12 13 17.20	-0.005	    	 8.1	K5
  157935	1.915848	13 26 22.24	-13 03 26.8	157935	 	13 23 42.716	 0.0038	-12 47 45.88	-0.141	    	 8.8	F8
  139280	1.938457	13 19 36.74	-09 47 29.8	139280	 	13 16 59.179	-0.0003	-09 31 45.91	 0.006	    	 8.7	F0
  139305	1.939182	13 22 45.82	-09 18 58.0	139305	 	13 20 08.337	-0.0010	-09 03 19.65	 0.022	    	 9.3	F8

