#
#   VizieR Astronomical Server: http://cdsweb.u-strasbg.fr	2004-12-14T02:57:06
#   Explanations and Statistics of UCDs:			See LINK below
#   In case of problem, please report to:	question@simbad.u-strasbg.fr
#    (link)
#
#Coosys	J2000:	eq_FK5 2000
#INFO	Ref=Vxml3213
#INFO	Target=290.971569-40.615940,rm=60.

#RESOURCE=1280
#Name: I/280A
#Title:	All-sky Compiled Catalogue of 2.5 million stars (Kharchenko 2001)
#Table	I_280A_ascc01:
#Name: I/280A/ascc01
#Title:	The all-sky catalogue of 2.5million stars
#Coosys	J2000_1991.250:	eq_FK5 2000_1991.250
#Column	recno	(I8)	Record number within the original table (starting from 1)        (link)	[ucd=RECORD]
#Column	RAJ2000	(F12.8)	Right Ascension J2000.0, epoch 1991.25        (link)	[ucd=POS_EQ_RA_MAIN]
#Column	DEJ2000	(F12.8)	Declination J2000.0, epoch 1991.25	[ucd=POS_EQ_DEC_MAIN]
#Column	Plx	(F7.2)	? Trigonometric parallax	[ucd=POS_PARLX_TRIG]
#Column	e_Plx	(F6.2)	? Standard error in Plx	[ucd=ERROR]
#Column	pmRA	(F8.2)	Proper Motion in RA*cos(DE)	[ucd=POS_EQ_PMRA]
#Column	pmDE	(F8.2)	Proper Motion in Declination	[ucd=POS_EQ_PMDEC]
#Column	Bmag	(F6.3)	? B magnitude in Johnson system	[ucd=PHOT_JHN_B]
#Column	Vmag	(F6.3)	? V magnitude in Johnson system	[ucd=PHOT_JHN_V]
#Column	SpType	(A12)	Spectral type in MK or HD system	[ucd=SPECT_TYPE_MK]
#Column	TYC1	(I4)	? TYC1 number from Tycho-2        (link)	[ucd=ID_ALTERNATIVE]
#Column	TYC2	(I5)	? TYC2 number from Tycho-2        (link)	[ucd=ID_ALTERNATIVE]
#Column	TYC3	(I1)	? TYC3 number from Tycho-2	[ucd=ID_ALTERNATIVE]

recno	RAJ2000	DEJ2000	Plx	e_Plx	pmRA	pmDE	Bmag	Vmag	SpType	TYC1	TYC2	TYC3
 1988718	291.40814775	-40.67347641	       	      	    3.48	   -6.50	12.095	11.194	            	7935	 1884	1
 1988489	290.52117531	-40.67038592	       	      	    2.48	   -6.40	12.601	11.897	            	7935	 1818	1
 1988504	290.57735842	-40.39708170	       	      	    6.28	    8.09	11.732	11.879	            	7935	 1531	1
 1988479	290.48172908	-40.54769117	   2.95	  1.78	    7.31	   -9.05	10.411	 9.860	F3V         	7935	 1597	1
 1988707	291.35553551	-40.87895846	       	      	    7.78	   -6.60	12.366	12.080	            	7935	  361	1
 1988569	290.78040409	-40.25144781	       	      	    6.48	  -17.80	12.449	12.340	            	7935	 1242	1
 1988735	291.49384851	-40.58487961	       	      	   -2.41	   -7.30	11.775	11.339	            	7935	 1496	1
 1988508	290.58366314	-40.88467702	       	      	    7.58	  -10.60	12.907	12.245	            	7935	  789	1
 1988528	290.65023950	-40.96445880	  38.90	 20.20	   -4.55	   -4.22	10.390	 9.967	A2          	7935	  357	1
 1988519	290.63279311	-40.95593096	       	      	  -10.11	    1.09	12.982	11.569	            	7935	  507	1
 1988510	290.58735355	-40.93141011	  -0.20	 33.00	   -4.85	   -2.98	10.463	10.222	A0          	7935	  243	1
 1988472	290.44182917	-40.79271900	       	      	  -10.31	  -13.30	13.506	11.937	            	7935	  325	1
 1988621	291.02353063	-41.06704884	 -30.29	 56.59	    7.92	  -14.65	11.768	12.668	            	7935	  523	1
 1988500	290.55380296	-40.27731137	   9.80	 25.89	  -10.72	   -3.99	10.512	10.114	F5          	7935	 1909	1
 1988724	291.43311077	-40.92767422	       	      	   -4.31	   -7.50	11.948	11.052	            	7935	  429	1
 1988453	290.37349809	-40.76298230	       	      	    1.08	   -1.60	12.788	12.021	            	7935	 2068	1
 1988493	290.53310214	-40.27327623	       	      	   -9.31	    8.09	11.954	11.455	            	7935	 1064	1
 1988713	291.39131562	-40.98190767	       	      	  -14.81	   -4.30	12.091	11.228	            	7935	  275	1
 1988564	290.76606901	-40.15679609	   4.59	 35.59	    5.97	   -3.28	11.001	 9.664	K2          	7935	 1777	1
 1988720	291.42347685	-40.26841528	       	      	   -1.01	    0.00	11.802	11.421	            	7935	 1237	1
 1988533	290.65953915	-40.18402302	       	      	    0.08	   -8.50	12.080	11.109	            	7935	  934	1
 1988728	291.44686733	-40.27865701	  38.40	 21.70	   15.65	  -19.91	10.511	 9.384	K0          	7935	 1926	1
 1988439	290.31665025	-40.67451691	       	      	    7.48	  -12.50	11.800	11.288	            	7935	 1800	1
 1988512	290.58859758	-41.03294222	   7.04	  1.74	   -1.23	   22.44	10.190	 9.678	F5:V        	7935	  337	1
 1988573	290.80335879	-41.11932457	       	      	  -22.71	  -15.60	11.938	11.838	            	7935	  327	1
 1988570	290.78180319	-41.13954047	  14.43	  2.41	   40.95	  -35.83	11.022	10.275	G6V:        	7935	  579	1
 1988418	290.26214963	-40.54123032	       	      	   15.28	   -5.80	12.225	11.207	            	7935	 1556	1
 1988523	290.63895329	-40.13305235	       	      	   -1.11	  -17.70	12.217	11.226	            	7935	 1654	1
 1988630	291.05096481	-41.15863616	       	      	   17.18	 -119.00	12.153	10.876	            	7935	  797	1
 1988671	291.21104229	-40.09181234	       	      	   -2.01	    6.99	11.209	10.754	            	7935	    6	1
 1988503	290.57078142	-41.08162880	       	      	    2.48	  -10.30	12.218	11.530	            	7935	  665	1
 1988778	291.67538341	-40.78771407	       	      	   14.08	  -66.60	12.307	11.170	            	7935	 2122	1
 1988644	291.10058494	-40.06372753	       	      	    3.68	  -18.70	12.017	11.454	            	7935	 1463	1
 1988408	290.23222630	-40.59602524	       	      	   -0.81	   -6.40	12.465	11.706	            	7935	 2040	1
 1988409	290.23353289	-40.53193932	       	      	  -22.01	   44.99	11.776	11.190	            	7935	 1541	1
 1988640	291.09075964	-40.04122918	   2.70	 71.00	   -5.87	    6.01	11.378	10.751	            	7935	 2003	1
 1988712	291.38619462	-40.12354317	       	      	   -2.91	  -21.70	12.064	11.735	            	7935	  680	1
 1988541	290.68411436	-41.17076683	       	      	    1.68	    3.99	12.668	10.789	            	7935	  863	1
 1988793	291.72587462	-40.45123546	       	      	    2.98	  -13.60	11.540	11.018	            	7935	 1786	1
 1988389	290.17980624	-40.58497016	       	      	   21.18	    9.49	13.019	12.562	            	7935	 2036	1
 1988428	290.30224317	-40.94176391	  64.00	 63.29	    6.18	  -12.61	11.970	10.695	            	7935	   65	1
 1988530	290.65449509	-40.05521736	       	      	  -12.81	   12.09	11.446	10.883	            	7935	 1393	1
 1988458	290.38633414	-41.03631854	-139.50	 57.09	    1.64	  -15.14	11.877	10.260	            	7935	  449	1
 1988763	291.60702610	-40.23466025	  90.30	 36.20	    2.24	  -26.05	11.220	10.056	K0          	7935	 1831	1
 1988447	290.35294182	-40.21790993	       	      	    3.18	  -11.80	12.754	11.820	            	7935	 1276	1
 1988451	290.36764021	-40.20497552	       	      	  -11.81	  -11.80	12.084	11.757	            	7935	 1488	1
 1988736	291.49762800	-40.14502814	       	      	   -8.51	   -9.80	12.566	11.360	            	7935	 1397	1
 1988706	291.35106999	-40.06311771	       	      	    3.18	   -3.40	12.365	10.579	            	7935	 1129	1
 1988392	290.18602406	-40.80875003	       	      	   19.08	   -7.90	12.590	12.457	            	7935	  655	1
 1988799	291.77524472	-40.44539940	       	      	  -25.71	   -0.30	11.807	11.058	            	7935	 1340	1
 1988445	290.34607086	-40.17754384	       	      	  -18.61	  -11.80	12.684	11.549	            	7935	  428	1
 1988464	290.41098013	-41.10620717	       	      	    1.78	    8.49	13.658	11.870	            	7935	  343	1
 1988460	290.39583723	-41.09872191	       	      	    2.48	  -19.70	12.724	11.095	            	7935	  249	1
 1988525	290.64320967	-40.01430454	       	      	  -43.51	  -17.20	12.145	11.439	            	7935	 1053	1
 1988811	291.82949566	-40.65202498	       	      	   32.68	  -26.10	11.958	11.631	            	7935	 1836	1
 1890025	290.81630863	-39.97309376	       	      	  -13.11	   -9.50	12.866	11.545	            	7935	 1326	1
 1988711	291.38254119	-40.03731429	       	      	    2.68	    1.19	11.931	11.172	            	7935	 1065	1
 1988429	290.30260035	-40.19727009	 118.50	 31.10	   -5.66	  -20.27	11.230	10.070	            	7935	  388	1
 1988737	291.49768391	-40.08786920	       	      	    1.58	    0.49	12.238	11.245	            	7935	 1272	1
 1988371	290.10012165	-40.55890411	       	      	   12.78	  -14.60	12.168	10.864	            	7935	 2118	1
 1988810	291.82014320	-40.44530520	  62.29	 44.29	  -12.84	   -4.67	10.967	 9.962	            	7935	 1644	1
 1988804	291.79562983	-40.38404893	       	      	  -18.81	   -7.30	11.646	10.759	            	7935	 1574	1
 1890062	291.02809149	-39.94619564	  70.19	 33.09	    6.22	   -0.37	10.859	 9.886	K0          	7935	 1022	1
 1988785	291.69728541	-40.22962852	       	      	    5.48	   -5.60	12.152	12.422	            	7935	 1138	1
 1988366	290.07599200	-40.51479125	       	      	    4.88	  -17.70	11.973	11.415	            	7935	 1478	1
 1988483	290.50446651	-40.02393326	  98.50	 37.50	  -23.55	   -6.40	11.052	 9.747	            	7935	 1159	1
 1988822	291.87799038	-40.69195907	       	      	 -104.11	    9.59	11.837	10.955	            	7935	 1969	1
 1988634	291.06869582	-41.30598042	  21.20	 21.20	   -8.57	   -1.99	10.332	 8.797	K5          	7939	  871	1
 1988410	290.23386924	-41.03362525	       	      	    3.38	    1.69	11.944	11.141	            	7935	  203	1
 1988384	290.15901888	-40.28879018	       	      	  -16.21	   -0.80	12.695	11.846	            	7935	 1382	1
 1988824	291.89247756	-40.52383422	  -4.80	 22.10	    7.37	  -21.94	 9.486	 9.001	F8          	7935	 1383	1
 1988808	291.80721108	-40.30865025	       	      	   -5.01	  -44.50	12.985	11.047	            	7935	 1427	1
 1988731	291.47453590	-40.01922927	  21.10	 14.50	  -16.62	  -11.90	 9.214	 8.746	F2          	7935	 1807	1
 1988825	291.89293064	-40.77854406	   3.55	  1.74	  -15.72	  -26.97	 9.516	 8.975	F5V         	7935	 2103	1
 1890106	291.29628498	-39.94208573	       	      	    7.78	   -1.10	11.956	11.391	            	7935	  734	1
 1988579	290.82867189	-41.32947864	       	      	    0.18	    2.69	12.821	11.699	            	7939	 1160	1
 1988589	290.86144093	-41.33326135	       	      	   -1.71	   -2.70	12.706	11.632	            	7939	 1081	1
 1988548	290.69265240	-41.30827408	  13.19	 25.79	  -13.75	   -6.84	10.372	10.306	A0          	7939	  839	1
 1988351	290.02177760	-40.49991918	       	      	   16.98	  -12.10	12.024	11.849	            	7935	 1429	1
 1988814	291.84265304	-40.93624510	   2.86	  1.63	   -1.46	    2.97	10.053	 8.986	G8II/III    	7935	  109	1
 1988836	291.96482436	-40.64047502	       	      	   -0.81	  -23.20	11.681	11.158	            	7935	 1919	1
 1890130	291.48174619	-39.96727058	   3.90	 56.09	   -3.92	    0.71	11.351	10.083	            	7935	  710	1
 1988759	291.58883019	-40.02222372	       	      	    0.48	  -14.30	11.672	11.161	            	7935	  628	1
 1890076	291.11710878	-39.86341681	       	      	   37.48	  -51.00	12.303	11.845	            	7935	  804	1
 1988729	291.44961792	-41.28574392	-124.00	 56.09	   34.38	   -2.00	11.247	10.949	            	7939	 1337	1
 1890000	290.59698967	-39.90902960	  17.10	 13.69	  -18.02	  -36.78	 9.252	 8.721	F5          	7935	 1062	1
 1988330	289.97413686	-40.71358999	 107.30	 46.29	  -10.57	  -53.55	11.611	10.646	            	7922	  453	1
 1890082	291.16299414	-39.86646296	       	      	   -1.61	  -36.00	12.680	11.713	            	7935	 1825	1
 1988563	290.76536362	-41.36758283	       	      	    3.68	   -7.10	12.909	11.492	            	7939	 1013	1
 1988466	290.41601156	-41.26050470	       	      	   15.28	   -2.00	12.698	12.639	            	7939	 1116	1
 1988328	289.96971903	-40.74715485	 -18.20	 23.39	   14.54	  -22.15	10.477	10.005	F8          	7922	  421	1
 1988448	290.35742352	-41.23706032	  -4.30	 60.00	    6.93	   -4.14	11.472	11.066	            	7935	  883	1
 1988841	291.98181104	-40.74165691	  56.50	 26.29	   10.33	  -23.14	 9.947	 9.419	F6          	7935	 2037	1
 1889968	290.40316635	-39.96982542	 -41.90	 25.79	    1.86	  -17.31	10.433	10.095	A5          	7935	 1225	1
 1988412	290.23880301	-41.16541981	       	      	    5.48	  -10.30	12.128	11.444	            	7935	  631	1
 1988792	291.72516904	-40.07352211	  -7.59	 11.50	   23.48	  -18.72	 9.273	 8.972	F0          	7935	  288	1
 1988845	291.99466190	-40.77559044	 -12.60	 31.79	    3.35	  -16.44	10.144	 9.857	A3          	7935	 2111	1
 1988363	290.06761677	-40.22251672	       	      	    4.48	   -1.50	12.541	12.443	            	7935	  278	1
 1988847	292.01470061	-40.50424983	       	      	    4.98	   -9.80	11.714	10.789	            	7935	 1955	1
 1890105	291.28934916	-39.85221732	   2.87	  1.25	    2.37	  -22.10	 8.358	 8.284	A0V         	7935	  378	1
 1988815	291.84728641	-41.06835645	 174.00	 78.40	   73.41	  -18.84	11.391	10.858	            	7935	  115	1
 1988364	290.07451522	-40.18509921	 -85.40	 41.00	   17.36	   -8.49	11.301	10.145	            	7935	 1764	1
 1988357	290.04154476	-41.01250505	       	      	   18.28	    4.49	12.279	11.528	            	7935	  311	1
 1988399	290.20268887	-40.05925275	       	      	   -3.15	    1.63	10.897	10.565	            	7935	  496	1
 1890001	290.60381560	-39.85271632	       	      	   -0.21	   -0.40	11.950	11.694	            	7935	   16	1
 1890117	291.38182167	-39.86455662	 135.50	 76.00	   -0.01	    2.38	11.972	10.562	            	7935	 1059	1
 1988461	290.40252798	-41.30747056	       	      	    5.48	    8.79	12.725	11.409	            	7939	 1230	1
 1890139	291.52466191	-39.91255958	       	      	    2.18	   -5.80	12.183	11.539	            	7935	  502	1
 1988370	290.09232589	-40.13957597	 -13.39	 14.19	    6.44	  -10.03	 9.400	 9.276	A0          	7935	 1030	1
 1988849	292.02311074	-40.83467648	   4.23	  1.38	   26.39	  -16.34	 9.609	 8.385	K2/K3III    	7935	   97	1
 1890026	290.82522868	-39.79646138	       	      	    5.28	  -12.10	12.030	11.091	            	7935	  376	1
 2500651	289.91238935	-40.81567605	  14.02	  4.30	   81.57	 -122.63	      	10.500
 1988314	289.91236416	-40.81570027	  14.65	  4.30	   82.91	 -121.55	10.277	 9.532	G8V         	7922	  363	1
 1988856	292.04350892	-40.46128410	  40.00	 21.39	    1.76	   -2.33	 9.812	 8.727	K1          	7935	 1567	1
 1988373	290.10161019	-40.11473008	       	      	   -8.81	  -15.10	12.589	11.351	            	7935	   32	1
 1988449	290.35877158	-41.30753062	  -8.80	 40.79	    4.92	   -4.18	11.550	10.433	            	7939	 1193	1
 1988486	290.51496796	-41.37442630	  29.10	 30.79	    5.13	  -13.35	11.229	 9.803	K5          	7939	  805	1
 1988347	290.01513882	-40.20120732	       	      	   -5.61	   -3.20	12.221	11.289	            	7935	 1471	1
 1988361	290.04704627	-41.07854692	       	      	   -8.31	   -8.80	13.463	12.251	            	7935	  305	1
 1988396	290.19437849	-41.22580112	       	      	   -8.51	   -4.30	12.427	12.005	            	7935	  199	1
 1890007	290.66314107	-39.78725107	   5.32	  1.65	   18.18	   -5.58	 9.929	 9.525	A9V         	7935	 1143	1
 1988809	291.81119518	-40.03863091	  -3.00	 45.40	  -16.82	  -19.94	11.159	11.017	            	7935	 1580	1
 1988727	291.44291368	-41.41192422	       	      	   12.78	  -35.70	11.999	11.639	            	7939	 1303	1
 1988285	289.82580168	-40.55801100	       	      	    1.08	  -12.10	11.898	12.146	            	7922	  254	1
 1988353	290.02654430	-40.12068095	       	      	    2.88	   -8.60	12.550	11.909	            	7935	 1601	1
 1988343	290.00695920	-40.13434394	  41.40	 34.79	    5.78	  -19.46	11.229	10.003	            	7935	 1474	1
 1988300	289.86953420	-40.34375599	       	      	   -0.11	   -0.80	12.811	12.311	            	7922	  344	1
 1988296	289.85577729	-40.35914941	       	      	  -16.98	   -4.53	12.415	12.104	            	7922	  332	1
 2500655	290.14735212	-39.98895068	   0.80	  1.57	   15.93	   -9.39	      	 8.760
 1889928	290.14743074	-39.98888976	   0.75	  1.57	   14.13	   -9.57	 7.524	 7.399	A2/A3IV     	7935	 1668	1
 1988831	291.93028858	-40.09693528	  14.68	  0.93	   34.15	 -115.08	 7.727	 7.146	F8V         	7935	  997	1
 1988291	289.84642409	-40.34810512	       	      	   10.78	  -28.20	12.396	12.248	            	7922	  201	1
 1988888	292.15050099	-40.71747778	       	      	  -45.77	   13.51	11.034	10.850	            	7935	 1980	1
 1988698	291.31793757	-41.49038190	   3.79	 42.79	   -7.94	   -7.02	11.479	10.439	            	7939	 1047	1
 1988874	292.11268942	-40.32668365	       	      	    0.08	   -3.50	11.615	10.712	            	7935	 1362	1
 1988322	289.94973240	-41.11073634	  -0.89	 17.70	   -9.84	  -11.65	10.228	 9.162	K0          	7922	  116	1
 1988405	290.22397777	-41.33977896	       	      	   -2.71	   -3.50	12.679	11.009	            	7939	  887	1
 1890053	290.99583716	-39.69786285	  -2.79	 24.79	    2.89	   -3.76	10.483	 9.310	K5          	7935	  594	1
 1988319	289.93762856	-40.14173295	       	      	  -11.31	  -18.50	12.474	11.980	            	7922	    7	1
 1988872	292.11020772	-40.28956176	       	      	   12.58	  -18.70	12.834	10.927	            	7935	  622	1
 1988880	292.13122368	-40.91481403	       	      	   -4.31	   -9.80	12.567	11.060	            	7935	  657	1
 1988876	292.11841911	-40.30026709	   3.61	  1.54	    8.34	  -25.70	 9.882	 8.906	G8II/III    	7935	  534	1
 1988861	292.06516344	-40.20395171	       	      	   11.04	  -12.00	10.927	10.793	            	7935	 1967	1
 1988311	289.90183757	-41.07966847	       	      	   10.98	  -31.00	12.159	11.441	            	7922	  131	1
 1889912	290.08772405	-39.97117639	       	      	   -0.61	   -6.50	12.986	10.975	            	7935	 1328	1
 1988738	291.50334501	-41.45857612	       	      	    2.98	   -2.50	11.926	11.579	            	7939	 1722	1
 1988568	290.77731147	-41.53822640	       	      	    0.78	   -6.90	12.364	11.040	            	7939	  853	1
 1889927	290.14669577	-39.92527027	       	      	   -2.01	   -3.90	13.105	11.645	            	7935	 1241	1
 1988292	289.84840791	-41.00842714	   1.20	  7.50	   11.15	    4.34	 8.723	 8.433	A2          	7922	  489	1
 1988281	289.80331107	-40.32081888	       	      	   12.78	   -0.10	12.865	12.328	            	7922	  491	1
 1889965	290.37712487	-39.79671501	       	      	   12.78	  -24.50	12.120	11.505	            	7935	  860	1
 1988897	292.21277049	-40.59691609	       	      	   10.78	    2.69	11.847	11.683	            	7935	 1650	1
 1988282	289.81078020	-40.27978127	       	      	    0.28	   -8.10	12.129	10.951	            	7922	  219	1
 1889931	290.17064232	-39.89086466	  12.69	 30.50	   -6.13	   -1.21	11.049	 9.713	            	7935	 1470	1
 1988280	289.79717476	-40.29374106	       	      	    3.38	  -17.20	12.702	11.733	            	7922	  101	1
 1889969	290.42006394	-39.75921162	 -31.29	 52.40	    3.26	   -5.25	11.394	10.316	            	7935	  412	1
 1988442	290.32858760	-41.44174582	       	      	   15.78	   -4.00	12.081	11.074	            	7939	 1279	1
 1988376	290.10447552	-41.31684714	       	      	  -30.11	  -29.70	12.064	11.340	            	7939	  917	1
 1890184	291.79230983	-39.88090788	  33.00	 18.29	   19.59	  -52.28	10.130	 9.591	            	7935	 1007	1
 1890023	290.81304132	-39.65744992	  13.10	 26.00	    8.31	   -6.84	10.425	10.304	A3          	7935	 1134	1
 1890185	291.79586772	-39.87961980	   8.19	 21.29	   21.54	  -51.44	10.364	 9.830	            	7935	 2143	1
 1889977	290.48364093	-39.72120407	       	      	    3.18	   -4.00	12.745	10.947	            	7935	 1551	1
 1988340	290.00208106	-41.25356411	  16.70	 14.89	   -4.45	   10.17	10.104	 9.037	K0          	7939	 1171	1
 1890204	291.92398669	-39.97078709	       	      	    2.98	   -4.00	12.070	11.395	            	7935	  146	1
 1988321	289.94940546	-40.03281017	       	      	   -3.21	   -8.30	12.487	11.965	            	7922	  515	1
 1988304	289.88524301	-41.14498975	       	      	   11.78	  -29.60	12.047	11.466	            	7922	  102	1
 1988417	290.26187843	-41.43422696	       	      	    3.48	   -2.00	12.759	11.338	            	7939	 1501	1
 1890212	291.96022523	-39.98700333	   7.90	 22.39	   -7.39	   -5.64	10.637	 9.362	            	7935	 1120	1
 1889936	290.20717612	-39.82373101	       	      	   -3.51	  -24.20	12.849	11.269	            	7935	 1503	1
 1988739	291.50752443	-41.51579899	   7.00	 27.39	   -2.83	   -5.85	10.700	 9.710	G5          	7939	 1161	1
 1988905	292.25946792	-40.76523384	       	      	   10.08	   -3.70	11.926	11.605	            	7935	 2053	1
 1988842	291.98790210	-41.24094676	 -62.70	 39.20	  -12.30	  -29.31	10.740	10.326	F3          	7935	  183	1
 1988902	292.24730207	-40.84262586	  11.51	  2.20	   31.33	  -48.85	10.729	 9.991	G8IV/V      	7935	  415	1
 1988360	290.04673450	-41.32229214	       	      	   26.98	   -9.10	12.028	10.810	            	7939	 1381	1
 1988239	289.66303347	-40.66808982	   4.84	  3.43	    5.77	   -0.28	11.189	10.908	A2IV        	7922	   87	1
 1988553	290.70588180	-41.59504330	  22.89	 23.50	    1.34	  -21.99	10.821	 9.320	K2          	7939	 1583	1

