#
#   VizieR Astronomical Server: http://cdsweb.u-strasbg.fr	2004-12-14T03:07:31
#   Explanations and Statistics of UCDs:			See LINK below
#   In case of problem, please report to:	question@simbad.u-strasbg.fr
#    (link)
#
#Coosys	J2000:	eq_FK5 2000
#INFO	Ref=Vxml7473
#INFO	Target=116.328959+28.026199,bm=60.000000/60.

#RESOURCE=1280
#Name: I/280A
#Title:	All-sky Compiled Catalogue of 2.5 million stars (Kharchenko 2001)
#Table	I_280A_ascc01:
#Name: I/280A/ascc01
#Title:	The all-sky catalogue of 2.5million stars
#Coosys	J2000_1991.250:	eq_FK5 2000_1991.250
#Column	recno	(I8)	Record number within the original table (starting from 1)        (link)	[ucd=RECORD]
#Column	RAJ2000	(F12.8)	Right Ascension J2000.0, epoch 1991.25        (link)	[ucd=POS_EQ_RA_MAIN]
#Column	DEJ2000	(F12.8)	Declination J2000.0, epoch 1991.25	[ucd=POS_EQ_DEC_MAIN]
#Column	Plx	(F7.2)	? Trigonometric parallax	[ucd=POS_PARLX_TRIG]
#Column	e_Plx	(F6.2)	? Standard error in Plx	[ucd=ERROR]
#Column	pmRA	(F8.2)	Proper Motion in RA*cos(DE)	[ucd=POS_EQ_PMRA]
#Column	pmDE	(F8.2)	Proper Motion in Declination	[ucd=POS_EQ_PMDEC]
#Column	Bmag	(F6.3)	? B magnitude in Johnson system	[ucd=PHOT_JHN_B]
#Column	Vmag	(F6.3)	? V magnitude in Johnson system	[ucd=PHOT_JHN_V]
#Column	SpType	(A12)	Spectral type in MK or HD system	[ucd=SPECT_TYPE_MK]
#Column	TYC1	(I4)	? TYC1 number from Tycho-2        (link)	[ucd=ID_ALTERNATIVE]
#Column	TYC2	(I5)	? TYC2 number from Tycho-2        (link)	[ucd=ID_ALTERNATIVE]
#Column	TYC3	(I1)	? TYC3 number from Tycho-2	[ucd=ID_ALTERNATIVE]

recno	RAJ2000	DEJ2000	Plx	e_Plx	pmRA	pmDE	Bmag	Vmag	SpType	TYC1	TYC2	TYC3
  674755	116.31899075	+27.67747387	       	      	  -37.69	  -42.01	12.297	11.698	            	1920	  381	1
  674656	115.92296135	+28.02732844	       	      	   11.80	    1.18	13.184	11.825	            	1920	  300	1
  674675	115.99496313	+28.24350044	 -28.79	 25.39	    7.57	   -3.09	10.521	10.330	            	1924	  126	1
  674767	116.38592550	+28.39403100	       	      	   -4.54	   -0.51	      	11.328
  674683	116.02116957	+27.76723279	       	      	   -0.79	   -7.01	11.817	11.259	            	1920	   82	1
  674864	116.75975225	+28.01918160	       	      	  -10.09	    0.57	13.310	12.207	            	1920	   12	1
  674752	116.29725385	+27.63887392	       	      	   -1.49	  -18.21	11.390	11.077	            	1920	  474	1
  674658	115.93021351	+28.20596922	 -33.90	 30.39	    4.33	  -10.26	10.982	 9.832	            	1924	  324	1
  674840	116.67937693	+27.78081643	  70.30	 20.39	    4.43	   -8.72	10.494	 9.348	K0          	1920	  229	1
  674874	116.79394407	+28.03317033	  81.19	 55.09	    6.54	  -20.58	11.319	10.877	            	1920	 1932	1
  674797	116.51011251	+27.64062080	  73.09	 35.90	  -14.84	  -13.74	11.278	10.168	            	1920	 1983	1
  674877	116.79910157	+27.94189472	       	      	   13.80	  -21.32	11.906	11.373	            	1920	  246	1
  674861	116.74440014	+28.24847933	       	      	   -0.79	   -7.12	12.982	11.598	            	1924	  307	1
  674663	115.94615997	+27.74923863	       	      	   -2.89	  -16.31	12.858	12.049	            	1920	  135	1
  674798	116.51088822	+27.61841607	       	      	    0.60	  -20.11	11.854	11.199	            	1920	  881	1
  674629	115.82526575	+27.97596647	       	      	   -7.39	   -6.41	12.522	12.092	            	1920	  235	1
  674741	116.24515333	+27.58131142	       	      	    8.60	  -13.31	12.337	11.952	            	1920	  614	1
  674884	116.81856541	+27.85838294	       	      	   -2.69	   -4.12	12.504	12.029	            	1920	 2041	1
  674826	116.61847468	+27.63924240	       	      	   14.60	  -15.32	12.869	12.439	            	1920	  252	1
  674875	116.79475436	+28.25228869	       	      	    2.00	   -3.22	12.349	12.592	            	1924	  417	1
  674804	116.53379279	+27.59097607	       	      	    0.00	   -6.51	11.822	11.007	            	1920	  581	1
  674883	116.81812161	+27.81964227	       	      	    8.10	  -21.82	12.698	11.651	            	1920	 1985	1
  674808	116.54615890	+28.46683543	       	      	  -16.69	  -22.81	13.567	11.803	            	1924	  890	1
  674780	116.45229191	+27.54517555	       	      	   -4.99	    1.98	13.169	11.936	            	1920	 2072	1
  674627	115.82179985	+27.79651487	       	      	    0.80	   -7.11	11.946	11.068	            	1920	   27	1
  674686	116.03020758	+28.45573852	       	      	  -21.99	    0.58	12.760	12.792	            	1924	  331	1
  674621	115.78056898	+27.87950918	       	      	   -7.99	  -17.71	12.306	11.446	            	1920	   93	1
  674779	116.44632391	+27.52653907	 -42.79	 24.39	   -4.40	    8.98	10.948	 9.805	            	1920	  750	1
  674857	116.73070223	+28.39797452	       	      	    1.50	   -5.32	12.441	11.850	            	1924	  121	1
  674647	115.89671377	+27.68068419	       	      	  -10.09	  -16.81	12.121	11.468	            	1920	  343	1
  674870	116.77055454	+27.67035196	       	      	   -4.49	   -2.42	12.262	11.893	            	1920	  309	1
  674635	115.84108551	+28.33708238	  26.79	 12.89	  -11.97	   11.18	10.139	 8.808	K2          	1924	  276	1
  674680	116.00205337	+27.57906172	       	      	   10.50	   -6.81	13.488	12.121	            	1920	  607	1
  674619	115.77795384	+27.79367321	       	      	   -3.99	   -1.11	12.610	11.627	            	1920	   30	1
  674650	115.90822113	+27.62287653	 -18.89	 41.29	   12.01	  -16.01	11.273	10.327	            	1920	  487	1
  674636	115.84614588	+27.62542994	       	      	   -9.29	  -15.01	11.331	10.953	            	1920	  482	1
  674633	115.83284110	+28.44310694	-151.89	 53.20	   -4.10	   -1.57	11.424	10.961	            	1924	  271	1
  674625	115.79725532	+28.45562939	       	      	   -7.29	  -25.11	11.423	10.728	            	1924	  315	1
  674880	116.81396904	+27.55329917	       	      	   -1.09	  -11.12	13.108	12.022	            	1920	 2048	1
  674889	116.86406295	+28.51623625	       	      	   -9.19	   -3.69	11.699	11.357	F2          	1924	  226	1

