#
#   VizieR Astronomical Server: http://cdsweb.u-strasbg.fr	2004-12-14T03:06:37
#   Explanations and Statistics of UCDs:			See LINK below
#   In case of problem, please report to:	question@simbad.u-strasbg.fr
#    (link)
#
#Coosys	J2000:	eq_FK5 2000
#INFO	Ref=Vxml7039
#INFO	Target=031.793363+23.462423,bm=60.000000/60.

#RESOURCE=1280
#Name: I/280A
#Title:	All-sky Compiled Catalogue of 2.5 million stars (Kharchenko 2001)
#Table	I_280A_ascc01:
#Name: I/280A/ascc01
#Title:	The all-sky catalogue of 2.5million stars
#Coosys	J2000_1991.250:	eq_FK5 2000_1991.250
#Column	recno	(I8)	Record number within the original table (starting from 1)        (link)	[ucd=RECORD]
#Column	RAJ2000	(F12.8)	Right Ascension J2000.0, epoch 1991.25        (link)	[ucd=POS_EQ_RA_MAIN]
#Column	DEJ2000	(F12.8)	Declination J2000.0, epoch 1991.25	[ucd=POS_EQ_DEC_MAIN]
#Column	Plx	(F7.2)	? Trigonometric parallax	[ucd=POS_PARLX_TRIG]
#Column	e_Plx	(F6.2)	? Standard error in Plx	[ucd=ERROR]
#Column	pmRA	(F8.2)	Proper Motion in RA*cos(DE)	[ucd=POS_EQ_PMRA]
#Column	pmDE	(F8.2)	Proper Motion in Declination	[ucd=POS_EQ_PMDEC]
#Column	Bmag	(F6.3)	? B magnitude in Johnson system	[ucd=PHOT_JHN_B]
#Column	Vmag	(F6.3)	? V magnitude in Johnson system	[ucd=PHOT_JHN_V]
#Column	SpType	(A12)	Spectral type in MK or HD system	[ucd=SPECT_TYPE_MK]
#Column	TYC1	(I4)	? TYC1 number from Tycho-2        (link)	[ucd=ID_ALTERNATIVE]
#Column	TYC2	(I5)	? TYC2 number from Tycho-2        (link)	[ucd=ID_ALTERNATIVE]
#Column	TYC3	(I1)	? TYC3 number from Tycho-2	[ucd=ID_ALTERNATIVE]

recno	RAJ2000	DEJ2000	Plx	e_Plx	pmRA	pmDE	Bmag	Vmag	SpType	TYC1	TYC2	TYC3
  744654	 32.32605480	+23.41199736	       	      	   15.11	  -26.69	13.335	11.754	            	1758	 2199	1
  744506	 31.29506996	+23.26488527	       	      	   -1.28	   -6.09	11.699	11.484	            	1758	  616	1
  744542	 31.53930396	+23.02120620	       	      	    1.21	  -60.19	11.503	10.833	            	1758	 1472	1
  744613	 32.05334958	+23.00005892	       	      	   14.81	  -11.49	13.161	12.486	            	1758	 1500	1
  744539	 31.53059679	+22.99130146	 -10.39	 29.10	  -10.11	   -8.77	10.961	 9.493	            	1758	 1580	1
  744614	 32.05839992	+23.93655195	   7.69	  8.60	  104.78	   34.93	 8.965	 7.978	G5          	1758	 1860	1
  744655	 32.32644045	+23.67657656	       	      	  -16.78	   -6.39	11.461	11.012	            	1758	 1919	1
  744522	 31.41385114	+23.05337245	       	      	   -1.78	  -12.29	12.669	12.348	            	1758	  558	1
  744536	 31.50194451	+23.93745778	       	      	   21.21	  -23.29	11.781	11.044	            	1758	 1365	1
  744634	 32.18541438	+23.87406073	       	      	   -3.98	   -7.49	12.653	12.978	            	1758	 1771	1
  744537	 31.51033848	+23.94745323	       	      	    2.21	   -5.99	12.927	11.709	            	1758	 2014	1
  744511	 31.31681960	+23.80667595	       	      	   -0.78	   -3.19	12.391	12.311	            	1758	   29	1
  744650	 32.31758733	+23.15169787	       	      	    5.11	  -18.19	12.155	11.442	            	1758	 1086	1
  744524	 31.42047030	+23.92946462	  47.00	 21.20	  -31.23	  -89.46	10.168	 9.468	G0          	1758	  295	1
  744633	 32.18491698	+23.92858539	       	      	   -3.18	   -0.99	12.899	12.049	            	1758	 1491	1
  744519	 31.37612467	+23.01549769	       	      	    5.51	   -1.69	13.188	12.371	            	1758	  141	1
  744508	 31.31448257	+23.87099217	       	      	   76.41	   -1.69	12.316	11.547	            	1758	  388	1
  744510	 31.31473491	+23.88340719	       	      	   80.51	    0.30	12.760	11.921	            	1758	  236	1
  744656	 32.33372686	+23.83098648	  15.00	 39.50	    5.65	   10.75	11.315	10.850	F           	1758	 2308	1
  744502	 31.25807701	+23.06687589	       	      	   20.71	   -0.49	12.595	11.793	            	1758	  144	1

