#
#   VizieR Astronomical Server: http://cdsweb.u-strasbg.fr	2004-12-14T02:55:02
#   Explanations and Statistics of UCDs:			See LINK below
#   In case of problem, please report to:	question@simbad.u-strasbg.fr
#    (link)
#
#Coosys	J2000:	eq_FK5 2000
#INFO	Ref=Vxml2132
#INFO	Target=222.716667-16.041667,rm=60.

#RESOURCE=1280
#Name: I/280A
#Title:	All-sky Compiled Catalogue of 2.5 million stars (Kharchenko 2001)
#Table	I_280A_ascc01:
#Name: I/280A/ascc01
#Title:	The all-sky catalogue of 2.5million stars
#Coosys	J2000_1991.250:	eq_FK5 2000_1991.250
#Column	recno	(I8)	Record number within the original table (starting from 1)        (link)	[ucd=RECORD]
#Column	RAJ2000	(F12.8)	Right Ascension J2000.0, epoch 1991.25        (link)	[ucd=POS_EQ_RA_MAIN]
#Column	DEJ2000	(F12.8)	Declination J2000.0, epoch 1991.25	[ucd=POS_EQ_DEC_MAIN]
#Column	Plx	(F7.2)	? Trigonometric parallax	[ucd=POS_PARLX_TRIG]
#Column	e_Plx	(F6.2)	? Standard error in Plx	[ucd=ERROR]
#Column	pmRA	(F8.2)	Proper Motion in RA*cos(DE)	[ucd=POS_EQ_PMRA]
#Column	pmDE	(F8.2)	Proper Motion in Declination	[ucd=POS_EQ_PMDEC]
#Column	Bmag	(F6.3)	? B magnitude in Johnson system	[ucd=PHOT_JHN_B]
#Column	Vmag	(F6.3)	? V magnitude in Johnson system	[ucd=PHOT_JHN_V]
#Column	SpType	(A12)	Spectral type in MK or HD system	[ucd=SPECT_TYPE_MK]
#Column	TYC1	(I4)	? TYC1 number from Tycho-2        (link)	[ucd=ID_ALTERNATIVE]
#Column	TYC2	(I5)	? TYC2 number from Tycho-2        (link)	[ucd=ID_ALTERNATIVE]
#Column	TYC3	(I1)	? TYC3 number from Tycho-2	[ucd=ID_ALTERNATIVE]

recno	RAJ2000	DEJ2000	Plx	e_Plx	pmRA	pmDE	Bmag	Vmag	SpType	TYC1	TYC2	TYC3
 1481053	222.91355217	-15.58722288	       	      	   -8.98	   22.47	12.309	11.408	            	6155	  377	1
 1480968	222.44284355	-16.46734674	 -16.20	 68.59	   -0.87	    0.58	11.770	11.608	            	6155	  627	1
 1480927	222.23404287	-15.85426135	       	      	   -9.58	   -3.02	12.383	10.952	            	6155	 1080	1
 1481110	223.24991073	-16.00137770	       	      	  -25.28	  -17.22	12.476	11.493	            	6155	  549	1
 1480922	222.21626097	-15.85700438	       	      	   -1.18	  -13.32	12.823	10.912	            	6155	  811	1
 1480956	222.37013396	-16.45112439	       	      	    3.51	   -2.92	13.478	11.500	            	6155	  608	1
 1480980	222.52661640	-15.52573401	   7.40	  5.50	   -9.36	  -17.52	 8.309	 7.096	K0          	6155	  292	1
 1481030	222.80189361	-15.49440972	 140.00	 56.79	  -25.98	    4.34	11.212	10.403	G5          	6155	  137	1
 1481105	223.16186052	-16.39772975	   0.42	  1.19	  -29.47	   -1.86	 9.795	 8.309	K3III       	6155	  527	1
 1480920	222.20145477	-15.72707269	  19.60	 28.89	  -17.08	    0.24	10.783	10.356	            	6155	 1028	1
 1481117	223.27898474	-15.80797034	       	      	   -1.78	  -10.12	12.355	11.472	            	6155	  370	1
 1481028	222.79535060	-16.63052913	       	      	   -7.08	  -11.32	12.782	12.033	            	6155	  681	1
 1481099	223.15421844	-16.46456501	 -91.59	 38.40	   -0.94	    0.45	10.514	10.400	            	6155	  624	1
 1480916	222.16534567	-15.74448772	 -48.50	 31.10	  -11.36	  -24.02	10.978	10.649	            	6155	 1131	1
 1480948	222.32433711	-16.55625438	  52.90	 21.39	   -1.51	    3.89	10.325	 9.873	F8          	6155	 1107	1
 1481006	222.66976480	-15.40216876	       	      	  -18.68	  -12.32	12.224	11.486	            	6155	  335	1
 1481128	223.38815115	-16.12121823	       	      	   -0.28	   -0.82	12.098	11.720	            	6155	  738	1
 1480906	222.12469784	-16.35895917	-114.40	 35.59	  -29.22	    0.07	10.798	10.193	G0          	6155	  884	1
 1480891	222.04051343	-15.94455457	       	      	  -13.78	  -11.82	12.555	11.189	            	6155	  808	1
 1481090	223.08968323	-15.46783151	  60.90	 29.20	  -31.33	   -4.31	10.669	 9.921	K2          	6155	  244	1
 1480887	222.01068600	-15.94431594	       	      	    9.31	   -3.72	13.472	11.890	            	6155	  939	1
 1481025	222.78584103	-15.34419166	       	      	  -31.48	  -51.22	13.181	11.739	            	6155	  341	1
 1480976	222.50973090	-15.36226597	   3.40	 17.79	   -7.08	   -5.27	10.205	 9.652	F5          	6155	  408	1
 1480895	222.05052764	-16.34704348	       	      	  -18.18	    3.17	11.872	11.154	            	6155	  825	1
 1480986	222.57018042	-15.34245431	  17.29	  6.59	   31.89	  -23.79	 8.258	 7.862	F0          	6155	  344	1
 1480885	221.97785555	-15.94796248	       	      	   -6.08	   -0.22	12.340	11.392	            	6154	  399	1
 1481084	223.06549588	-15.39725122	       	      	   26.51	  -12.32	11.877	11.157	            	6155	  336	1
 1481093	223.12757647	-15.42781722	       	      	  -10.28	  -11.12	12.735	11.169	            	6155	  158	1
 1480888	222.03063255	-16.35786948	       	      	   24.61	    2.47	13.272	11.693	            	6155	 1087	1
 1480879	221.94990006	-15.90405028	       	      	  -15.28	   -4.42	12.148	12.077	            	6154	  763	1
 1480878	221.93789781	-15.92635416	       	      	   -3.98	   12.93	14.366	12.165	            	6154	  418	1
 1481147	223.50686409	-16.06193983	       	      	   -6.07	    0.68	11.904	10.176	            	6155	  688	1
 1480875	221.92636806	-15.98187209	       	      	  -24.08	  -17.02	12.828	11.896	            	6154	  410	1
 1480876	221.93011062	-16.14828791	       	      	  -10.58	   -8.02	12.563	11.288	            	6154	  953	1
 1481097	223.13245224	-15.38769084	   4.40	  1.09	  -40.75	    4.76	 8.151	 7.710	F2/F3V      	6155	  361	1
 1481011	222.71129457	-15.26240385	       	      	  -19.68	   10.27	11.669	11.026	            	6155	   12	1
 1480881	221.95303874	-15.77895077	       	      	   -5.48	   -0.52	12.574	10.994	            	6154	  731	1
 1480937	222.26974426	-16.69716146	       	      	   -4.48	  -99.42	11.655	11.149	            	6155	 1024	1
 1481096	223.12948286	-16.72344795	       	      	    7.01	   -5.42	12.037	11.713	            	6155	  500	1
 1480921	222.21584101	-15.41385794	 -11.00	 53.29	    5.77	  -11.28	11.931	10.795	            	6155	  815	1
 1480947	222.32343041	-15.34454387	   0.80	 14.10	  -50.27	  -58.50	10.050	 9.347	G0          	6155	  887	1
 1480872	221.91567912	-15.83983782	       	      	    0.41	   -1.82	12.918	11.929	            	6154	  718	1
 1480899	222.08300349	-15.51672368	       	      	  -64.78	  -13.12	11.771	11.207	            	6155	 1045	1
 1480868	221.89673955	-15.85378176	       	      	  -34.18	    6.97	12.788	11.335	            	6154	  595	1
 1480910	222.13618636	-15.44835849	       	      	   -6.88	   -8.32	12.422	11.277	            	6155	  945	1
 1481024	222.77997354	-15.22577239	       	      	  -16.18	   -6.32	11.805	11.193	            	6155	   38	1
 1481034	222.82778001	-15.22990271	  40.90	 40.70	   -6.72	   12.03	11.432	10.929	            	6155	   35	1
 1481139	223.43377695	-16.49218597	       	      	   13.61	   -3.72	12.179	11.921	            	6155	  659	1
 1481133	223.42283028	-16.51248930	   2.95	  2.53	   22.78	  -32.85	11.873	11.391	            	6155	  686	2
 1481134	223.42322816	-16.51274522	   2.69	  2.53	   25.55	  -32.23	 9.641	 9.102	F5V         	6155	  686	1
 1481012	222.71396775	-16.86923800	 -65.90	 24.79	  -77.00	  -45.91	10.494	 9.817	G0          	6155	  422	1
 1480883	221.96135725	-15.63435616	       	      	   26.21	  -11.12	12.295	11.618	            	6154	  716	1
 1480951	222.34514718	-16.79519400	       	      	   -5.08	    2.97	12.222	12.191	            	6155	 1006	1
 1480874	221.92110701	-15.70530945	       	      	  -14.08	    4.47	12.712	10.863	            	6154	  279	1
 1480871	221.91232032	-15.72474349	       	      	  -16.78	    3.47	12.406	12.144	            	6154	  168	1
 1480939	222.29719370	-16.77951080	  68.90	 69.40	  -23.22	   -8.08	11.747	11.112	            	6155	  998	1
 1481066	222.95666694	-15.23176231	   0.40	 10.00	  -61.01	   -6.99	 9.368	 7.813	K2          	6155	   34	1
 1480882	221.95750517	-15.60501216	       	      	   -8.98	   20.77	12.679	12.270	            	6154	  434	1
 1480877	221.93601297	-15.63624186	       	      	 -115.38	  -30.02	12.290	11.356	            	6154	  178	1
 1480962	222.42220240	-15.22819247	       	      	  -26.48	  -14.62	12.310	12.233	            	6155	   37	1
 1480945	222.31605670	-15.24688203	 -14.19	 21.50	   16.05	  -13.56	10.403	 9.927	F8          	6155	  814	1
 1481072	222.98121045	-16.89050840	       	      	  -32.38	  -31.12	13.100	11.183	            	6159	 1472	1
 1481107	223.20437936	-16.80628855	 -19.10	 21.79	  -56.75	  -25.43	10.442	 9.807	G0          	6155	  438	1
 1480988	222.59985881	-16.93536074	       	      	   11.61	  -14.62	12.571	11.343	            	6159	 1506	1
 1481166	223.63775552	-16.23353714	       	      	  -22.78	   -8.82	12.447	12.018	            	6155	  583	1
 1481003	222.65887209	-15.12368149	       	      	  -36.98	   25.17	12.288	12.204	            	6155	  115	1
 1481167	223.64871213	-16.26081686	       	      	   22.81	   -8.32	12.987	12.279	            	6155	  543	1
 1480987	222.59152917	-15.12520328	       	      	  -10.98	   -7.32	13.127	11.829	            	6155	  117	1
 1481124	223.35623609	-15.34582610	  48.09	 38.59	   14.77	  -19.07	10.896	10.581	            	6155	  347	1
 1480850	221.78140404	-15.79106500	       	      	   -5.78	  -22.52	12.885	12.177	            	6154	  116	1
 1481165	223.62586916	-16.39267541	   5.72	  1.37	  -34.78	  -16.84	 9.330	 8.827	F3V         	6155	  521	1
 1480869	221.90386935	-16.56794026	       	      	  -41.68	  -14.32	12.628	12.328	            	6154	  106	1
 1481032	222.82560910	-16.98486620	  27.70	 24.79	   -4.37	   -9.67	 9.926	 9.441	A           	6159	 1522	1
 1480859	221.84184972	-15.59500684	-157.00	 67.90	  -16.20	  -23.17	12.249	11.586	            	6154	  552	1
 1481044	222.86832592	-16.98470833	   3.09	 22.50	  -41.43	  -41.16	10.092	 9.563	F5          	6159	 1520	1
 1481033	222.82573301	-16.99308934	  -2.29	 15.69	   -8.88	   -7.13	 9.611	 9.189	A           	6159	 1526	1
 1480836	221.71294681	-15.95382975	       	      	   -7.38	    0.27	12.658	11.732	            	6154	  504	1
 1481152	223.56312276	-16.57093443	 -41.50	 45.70	  -13.70	   -2.13	11.167	10.515	            	6155	  752	1
 1480965	222.42875292	-15.10996160	       	      	  -12.58	   -2.72	12.754	12.538	            	6155	  109	1
 1481048	222.89217342	-15.08181113	   0.46	  1.12	    1.61	    0.02	 9.425	 8.135	K1III       	6155	   90	1
 1480934	222.26593503	-16.92198768	  29.39	 27.39	   17.94	  -43.76	10.819	10.217	G0          	6159	 1585	1
 1481020	222.75861509	-17.02334282	   0.50	 36.20	    0.89	   -1.30	11.141	 9.675	K5          	6159	  576	1
 1480905	222.12411471	-16.84562174	       	      	    1.81	    0.57	12.136	11.452	            	6155	 1151	1
 1480867	221.88435508	-15.46812857	       	      	   -7.08	   -4.82	12.501	11.997	            	6154	  578	1
 1481083	223.05185618	-15.10566947	       	      	   17.51	   -8.82	12.023	11.508	            	6155	  104	1
 1481015	222.73177134	-15.05046656	       	      	  -11.28	    1.47	11.898	11.579	            	6155	   71	1

