#
#   VizieR Astronomical Server: http://cdsweb.u-strasbg.fr	2004-12-14T02:55:57
#   Explanations and Statistics of UCDs:			See LINK below
#   In case of problem, please report to:	question@simbad.u-strasbg.fr
#    (link)
#
#Coosys	J2000:	eq_FK5 2000
#INFO	Ref=Vxml2714
#INFO	Target=247.351921-26.432002,rm=60.

#RESOURCE=1280
#Name: I/280A
#Title:	All-sky Compiled Catalogue of 2.5 million stars (Kharchenko 2001)
#Table	I_280A_ascc01:
#Name: I/280A/ascc01
#Title:	The all-sky catalogue of 2.5million stars
#Coosys	J2000_1991.250:	eq_FK5 2000_1991.250
#Column	recno	(I8)	Record number within the original table (starting from 1)        (link)	[ucd=RECORD]
#Column	RAJ2000	(F12.8)	Right Ascension J2000.0, epoch 1991.25        (link)	[ucd=POS_EQ_RA_MAIN]
#Column	DEJ2000	(F12.8)	Declination J2000.0, epoch 1991.25	[ucd=POS_EQ_DEC_MAIN]
#Column	Plx	(F7.2)	? Trigonometric parallax	[ucd=POS_PARLX_TRIG]
#Column	e_Plx	(F6.2)	? Standard error in Plx	[ucd=ERROR]
#Column	pmRA	(F8.2)	Proper Motion in RA*cos(DE)	[ucd=POS_EQ_PMRA]
#Column	pmDE	(F8.2)	Proper Motion in Declination	[ucd=POS_EQ_PMDEC]
#Column	Bmag	(F6.3)	? B magnitude in Johnson system	[ucd=PHOT_JHN_B]
#Column	Vmag	(F6.3)	? V magnitude in Johnson system	[ucd=PHOT_JHN_V]
#Column	SpType	(A12)	Spectral type in MK or HD system	[ucd=SPECT_TYPE_MK]
#Column	TYC1	(I4)	? TYC1 number from Tycho-2        (link)	[ucd=ID_ALTERNATIVE]
#Column	TYC2	(I5)	? TYC2 number from Tycho-2        (link)	[ucd=ID_ALTERNATIVE]
#Column	TYC3	(I1)	? TYC3 number from Tycho-2	[ucd=ID_ALTERNATIVE]

recno	RAJ2000	DEJ2000	Plx	e_Plx	pmRA	pmDE	Bmag	Vmag	SpType	TYC1	TYC2	TYC3
 1680419	247.68133800	-26.38801600	       	      	  -14.06	    3.62	      	13.157
 1680334	247.10624425	-26.64002636	  24.70	 26.89	   -2.40	   -6.57	10.120	 9.960	A0          	6803	 1186	1
 1680341	247.14642986	-26.68184894	 -34.50	 29.00	    2.23	   -3.65	10.981	 9.464	K5          	6803	 1498	1
 1680330	247.08747578	-26.20069933	       	      	   -3.99	    6.98	11.815	11.222	            	6799	  330	1
 1680384	247.44861045	-26.77444761	  95.19	 52.79	  -18.27	  -15.75	11.628	10.454	            	6803	  983	1
 1680319	247.01327700	-26.62664900	       	      	    3.24	    7.11	      	11.919
 1680423	247.71868248	-26.61231566	       	      	    2.00	   -5.01	12.596	11.856	            	6803	 1014	1
 1680383	247.44704100	-26.06254100	       	      	    0.03	   -5.17	      	11.829
 1680422	247.70877159	-26.63818242	       	      	  -12.09	  -14.31	13.117	11.598	            	6803	 1148	1
 1680343	247.15804350	-26.08441600	       	      	    0.73	   -6.17	      	11.499
 1680397	247.55340276	-26.79596110	       	      	   -1.99	   -0.41	11.867	11.399	            	6803	  805	1
 1680358	247.26861717	-26.01079917	       	      	   -4.83	   -0.39	12.914	11.446	            	6799	  838	1
 1680442	247.84528782	-26.53755183	  14.24	  0.81	  -25.48	  -35.49	 7.254	 6.080	K1III       	6803	 2159	1
 1680433	247.79008630	-26.68706574	       	      	  -10.09	  -16.61	12.362	10.859	            	6803	  879	1
 1680426	247.73621400	-26.10154400	       	      	   -3.46	   -6.77	      	12.168
 1680435	247.80704772	-26.14860403	 -30.79	 54.29	   -3.37	  -23.02	11.590	10.362	            	6799	   70	1
 1680460	247.93469335	-26.36713459	  10.80	 13.50	   -5.05	  -12.73	 9.949	 9.370	F5          	6803	  396	1
 1680450	247.89658741	-26.64086512	  73.69	 43.90	   -2.04	  -10.02	11.255	10.809	            	6803	 1180	1
 1680363	247.30531449	-25.89632459	       	      	   -9.59	   -9.11	12.690	11.008	            	6799	  428	1
 1680293	246.78159478	-26.25761108	  -0.20	 11.69	  -11.34	  -14.54	 9.489	 8.270	K0          	6802	  397	1
 1680466	247.96136863	-26.41453806	 -12.69	 38.20	  -15.11	   -9.11	11.138	10.026	K5          	6803	  556	1
 1680470	247.97486644	-26.42212739	-166.89	 51.59	   -0.83	  -14.23	11.901	11.117	            	6803	 1004	1
 1680465	247.95749905	-26.61271197	  21.10	 17.10	   -5.55	   -6.18	10.135	 9.627	F0          	6803	 1066	1
 1680342	247.14973143	-26.97764458	       	      	    4.00	  -14.01	12.716	12.074	            	6803	  617	1
 1680399	247.56049791	-26.97855712	       	      	  -17.59	   -3.21	13.337	12.040	            	6803	   27	1
 1680467	247.97282092	-26.60467440	       	      	  -13.59	  -26.71	12.821	11.683	            	6803	  994	1
 1680283	246.74546610	-26.21923835	       	      	  -15.29	  -19.31	12.521	12.384	            	6798	  462	1
 1680288	246.76806717	-26.70402215	       	      	   -1.69	   -2.51	12.798	12.216	            	6802	 1058	1
 1680292	246.77788593	-26.12525485	 -53.29	 44.29	   -9.45	  -19.93	11.099	10.414	F5          	6798	  315	1
 1680270	246.69350656	-26.28218450	  -5.59	 66.09	  -11.53	   -6.33	11.294	10.859	            	6802	    4	1
 1680285	246.75837019	-26.74221083	  11.10	 44.20	   -6.50	   -6.75	10.792	10.632	A0          	6802	  254	1
 1680474	247.98832000	-26.66491006	  12.30	 38.50	   -7.66	   -4.83	10.834	10.645	A2          	6803	 1384	1
 1680439	247.83375912	-26.90373073	   5.59	 25.10	  -61.10	  -68.64	10.676	10.138	F8          	6803	 1467	1
 1680486	248.06866691	-26.49373380	       	      	  -34.39	    8.08	12.321	12.146	            	6803	 1324	1
 1680289	246.76808490	-26.82124953	       	      	  -17.09	   -5.51	12.607	12.289	            	6802	  790	1
 1680260	246.62080014	-26.43326593	       	      	    3.20	  -26.01	12.626	12.397	            	6802	  490	1
 1680257	246.61547134	-26.41251048	       	      	  -10.79	   -2.01	12.790	12.438	            	6802	  214	1
 1680412	247.64977197	-27.05778952	 -67.00	 68.50	   11.53	  -21.28	11.374	11.183	            	6803	 1700	1
 1680497	248.12251344	-26.39881616	 135.19	 62.29	   -1.54	   -3.54	11.637	11.256	            	6803	  398	1
 1680469	247.97466845	-26.01136956	   8.21	  1.33	  -51.04	   -5.46	 8.859	 8.250	F6V         	6799	   56	1
 1680500	248.14584314	-26.57656060	 -23.70	 29.10	   15.73	   -0.48	10.624	10.081	G5          	6803	  710	1
 1680271	246.69746101	-26.86374170	 -47.09	 45.40	   -1.09	    2.30	11.798	10.184	            	6802	  869	1
 1680355	247.25892164	-25.70453043	       	      	  -10.59	   -8.01	13.022	11.148	            	6799	  758	1
 1680496	248.12076304	-26.13868081	  19.89	 33.50	  -31.55	   -6.83	10.926	 9.626	F8          	6799	  504	1
 1680498	248.12942198	-26.15275533	  36.70	 40.29	   -5.33	    8.21	11.017	10.491	            	6799	  895	1
 1680244	246.49334584	-26.51597646	       	      	    1.80	    1.58	12.199	12.044	            	6802	  766	1
 1680252	246.54240720	-26.71344616	       	      	    0.10	    1.58	11.873	11.256	            	6802	 1139	1
 1680352	247.20241226	-27.19821043	       	      	   41.00	  -26.71	13.418	11.918	            	6803	  931	1
 1680250	246.52985286	-26.68597159	 -31.00	 50.29	  -13.31	  -20.79	11.046	10.760	            	6802	  706	1
 1680513	248.21526077	-26.56971618	       	      	   -6.79	   -6.01	12.733	11.982	            	6803	  728	1
 1680509	248.19541425	-26.64927679	 -92.90	 34.70	   -4.16	   -5.86	11.044	 9.958	            	6803	 1270	1
 1680409	247.64573769	-27.17642954	   3.89	  0.95	  -13.33	  -10.60	 9.514	 7.839	K3III       	6803	 1724	1
 1680516	248.23289669	-26.47679197	       	      	   -4.99	   -3.71	13.122	11.290	            	6803	 1096	1
 1680259	246.61908234	-26.89011992	       	      	  -32.49	  -15.31	13.844	11.460	            	6802	  392	1
 1680242	246.46111330	-26.56838118	   6.15	  1.00	  -10.21	  -21.32	 8.318	 8.085	B9V         	6802	 1265	1
 1680379	247.43771764	-27.24649770	       	      	  -41.49	  -33.01	11.971	11.188	            	6803	 1073	1
 1680431	247.77918444	-27.16412750	 229.50	 64.40	   15.35	   -3.45	11.525	10.827	            	6803	 1556	1
 1680427	247.73981529	-27.18183425	-102.00	 40.00	  -21.56	  -25.94	11.259	10.374	            	6803	 1978	1
 1680424	247.72409886	-25.65899927	   6.09	 22.79	  -21.23	  -35.69	10.225	 9.509	G0          	6799	  715	1
 1680243	246.46133358	-26.14418498	  61.70	 65.80	    0.33	   -5.04	12.181	10.570	            	6798	  358	1
 1680468	247.97426056	-25.79188214	       	      	   -2.19	   -3.71	12.378	12.066	            	6799	  164	1
 1680517	248.23502049	-26.75599006	 -23.50	 67.30	  -10.95	   -3.53	12.222	10.657	            	6803	  777	1
 1680287	246.76446819	-27.10814389	       	      	   -8.49	  -11.61	12.825	13.036	            	6802	 1114	1
 1680483	248.05361672	-27.02105647	  21.70	 60.70	   -9.00	  -16.61	12.384	10.611	            	6803	  417	1
 1680520	248.24500423	-26.75555782	 -13.00	 94.69	   -9.09	   -5.01	11.776	10.904	            	6803	 1908	1
 1680415	247.66397022	-27.25284241	 150.50	 54.90	   -8.49	  -17.04	11.755	10.725	            	6803	  953	1
 1680320	247.02197741	-27.25710120	       	      	    2.70	    1.28	12.890	11.878	            	6803	 1564	1
 1680445	247.87969632	-27.17501238	       	      	    7.50	   -4.81	12.971	11.263	            	6803	 2015	1
 1680278	246.73802892	-27.13879903	   3.97	  1.34	   -9.58	  -14.12	 9.961	 9.475	A5IV        	6802	 1074	1
 1680232	246.39883801	-26.15938953	  48.00	 43.79	  -12.45	  -14.13	11.619	10.206	            	6798	  374	1
 1680295	246.80153001	-27.18619413	   7.84	  2.36	  -13.02	  -24.06	11.896	10.996	            	6802	 1267	1
 1680297	246.80221744	-27.18936651	   7.34	  2.36	  -15.29	  -22.74	 8.677	 8.216	F5V         	6802	 1013	1
 1680535	248.30469348	-26.12379747	       	      	    1.20	   -1.81	13.074	10.665	            	6799	  288	1
 1680492	248.09250978	-27.05936744	       	      	  -14.59	  -26.51	12.773	11.794	            	6803	 1678	1
 1680404	247.58317994	-25.54008633	       	      	  -39.69	  -40.01	11.880	11.452	            	6799	  495	1
 1680264	246.65804756	-25.75359150	       	      	   -8.79	    3.18	12.789	11.707	            	6798	  319	1
 1680316	246.97259840	-27.29455061	 -56.50	 19.79	   -2.11	   -3.63	10.475	10.048	A0          	6802	  927	1
 1680488	248.07311550	-25.75665100	       	      	    1.32	  -11.56	      	11.829
 1680312	246.92166840	-25.57736381	 -31.50	 38.79	  -52.35	  -36.78	11.225	10.460	            	6798	  236	1
 1680527	248.26435628	-25.96826066	-277.00	 88.69	  -33.62	  -24.93	12.226	10.991	            	6799	  893	1
 1680364	247.31644181	-27.37535926	  12.85	  1.50	   21.33	  -70.78	10.290	 9.610	G5V         	6803	  945	1
 1680286	246.76002064	-27.23921879	       	      	   -2.49	   -2.01	12.879	11.411	            	6802	  194	1
 1680345	247.17295881	-25.47782628	       	      	   -1.49	   -5.01	12.456	11.145	            	6799	  625	1
 1680333	247.10392569	-27.38838372	 -71.50	 61.00	  -11.82	  -15.42	11.635	11.130	            	6803	 1071	1
 1680231	246.38112695	-26.89164764	  -1.60	 47.09	   -8.63	   -2.72	12.050	10.836	            	6802	  974	1
 1680501	248.15759221	-27.10636924	       	      	    2.20	  -13.31	12.701	11.284	            	6803	  979	1
 1680408	247.64201355	-25.47052437	  12.91	  1.38	   -1.94	  -36.80	 9.194	 8.646	F7V         	6799	  463	1
 1680247	246.51392835	-27.08980838	       	      	   -9.99	  -14.01	12.407	11.970	            	6802	  684	1
 1680564	248.46653191	-26.37713362	 -31.89	 44.70	    3.69	    4.45	11.502	10.766	            	6803	  488	1

