#
#   VizieR Astronomical Server: http://cdsweb.u-strasbg.fr	2004-12-14T02:59:10
#   Explanations and Statistics of UCDs:			See LINK below
#   In case of problem, please report to:	question@simbad.u-strasbg.fr
#    (link)
#
#Coosys	J2000:	eq_FK5 2000
#INFO	Ref=Vxml4301
#INFO	Target=304.500000-12.533333,rm=600.

#RESOURCE=1280
#Name: I/280A
#Title:	All-sky Compiled Catalogue of 2.5 million stars (Kharchenko 2001)
#Table	I_280A_ascc01:
#Name: I/280A/ascc01
#Title:	The all-sky catalogue of 2.5million stars
#Coosys	J2000_1991.250:	eq_FK5 2000_1991.250
#Column	recno	(I8)	Record number within the original table (starting from 1)        (link)	[ucd=RECORD]
#Column	RAJ2000	(F12.8)	Right Ascension J2000.0, epoch 1991.25        (link)	[ucd=POS_EQ_RA_MAIN]
#Column	DEJ2000	(F12.8)	Declination J2000.0, epoch 1991.25	[ucd=POS_EQ_DEC_MAIN]
#Column	Plx	(F7.2)	? Trigonometric parallax	[ucd=POS_PARLX_TRIG]
#Column	e_Plx	(F6.2)	? Standard error in Plx	[ucd=ERROR]
#Column	pmRA	(F8.2)	Proper Motion in RA*cos(DE)	[ucd=POS_EQ_PMRA]
#Column	pmDE	(F8.2)	Proper Motion in Declination	[ucd=POS_EQ_PMDEC]
#Column	Bmag	(F6.3)	? B magnitude in Johnson system	[ucd=PHOT_JHN_B]
#Column	Vmag	(F6.3)	? V magnitude in Johnson system	[ucd=PHOT_JHN_V]
#Column	SpType	(A12)	Spectral type in MK or HD system	[ucd=SPECT_TYPE_MK]
#Column	TYC1	(I4)	? TYC1 number from Tycho-2        (link)	[ucd=ID_ALTERNATIVE]
#Column	TYC2	(I5)	? TYC2 number from Tycho-2        (link)	[ucd=ID_ALTERNATIVE]
#Column	TYC3	(I1)	? TYC3 number from Tycho-2	[ucd=ID_ALTERNATIVE]

recno	RAJ2000	DEJ2000	Plx	e_Plx	pmRA	pmDE	Bmag	Vmag	SpType	TYC1	TYC2	TYC3
 1414221	304.67038248	-12.27235835	       	      	   32.01	  -12.79	12.972	12.118	            	5749	  623	1
 1414162	304.39409041	-12.83594940	  -1.29	  8.30	    0.35	  -43.57	 9.324	 8.259	K0          	5748	  103	1
 1414083	304.17838866	-12.42925285	       	      	    6.11	  -10.79	12.512	11.620	            	5748	  752	1
 1414149	304.35570491	-12.22084630	       	      	    6.51	  -19.09	12.771	11.526	            	5748	  675	1
 1414170	304.43027695	-12.87834721	       	      	   -0.08	  -14.79	12.659	12.024	            	5748	  110	1
 1414087	304.18719425	-12.71552998	       	      	    8.31	   -1.19	13.052	12.425	            	5748	  190	1
 1414101	304.22681775	-12.77048177	       	      	    2.51	   -8.79	12.430	12.135	            	5748	  297	1
 1414074	304.16960958	-12.69406207	       	      	    7.81	   15.80	12.352	11.460	            	5748	  267	1
 1414148	304.35396384	-12.20205917	       	      	   13.51	  -12.09	12.312	12.148	            	5748	  630	1
 1414268	304.84833724	-12.66077238	       	      	   12.31	  -13.09	11.576	11.160	            	5749	 1653	1
 1414207	304.59203311	-12.18100339	       	      	  -15.98	  -23.59	13.051	12.897	            	5749	  832	1
 1414068	304.15551327	-12.69735440	       	      	    7.31	   -1.29	11.810	11.516	            	5748	   71	1
 1414077	304.17276241	-12.74413247	 -12.19	 41.70	   -1.59	  -16.58	11.774	10.226	            	5748	   65	1
 1414257	304.80008435	-12.79026159	       	      	   -1.48	    6.00	12.845	11.383	            	5749	 1134	1
 1414064	304.13257537	-12.70961875	       	      	    5.91	  -31.09	12.255	12.085	            	5748	  231	1
 1414251	304.78157075	-12.19584594	       	      	    4.41	    3.00	12.138	11.497	            	5749	  761	1
 1414049	304.09500617	-12.33707716	   6.67	  0.93	    7.37	  -15.92	 6.307	 6.299	B9IV        	5748	 2597	1
 1414270	304.85901317	-12.80379241	   9.72	  1.11	   42.67	   -2.79	 8.203	 7.793	F0V         	5749	 1470	1
 1414293	304.95648996	-12.51046512	 -67.80	 27.50	   49.58	  -43.27	10.586	 9.884	G0          	5749	 1622	1
 1414053	304.11184291	-12.29517109	-105.09	 40.59	    8.05	  -13.87	11.386	10.714	            	5748	  855	1
 1414265	304.83915949	-12.20001576	       	      	   16.81	  -10.29	12.480	11.775	            	5749	  771	1
 1414150	304.36032795	-12.08159716	       	      	   -8.78	  -18.59	11.886	11.560	            	5748	  477	1
 1414026	304.02530125	-12.63673043	 -38.09	 47.70	   28.02	  -12.42	11.267	10.882	            	5748	   76	1
 1414190	304.51490635	-13.02253994	  78.80	 59.29	   -9.88	  -17.87	11.860	11.105	            	5749	 1041	1
 1414243	304.74674499	-12.97503248	 -73.19	 52.09	   -9.11	    0.80	11.636	10.514	            	5749	 1064	1
 1414168	304.41519849	-12.01728547	       	      	   12.61	  -10.09	13.424	11.554	            	5748	  622	1
 1414318	305.03550001	-12.50268333	       	      	    2.21	   -7.79	12.988	11.246	            	5749	 1589	1
 1414040	304.07421286	-12.85651170	       	      	    5.61	  -10.79	12.050	10.811	            	5748	  172	1
 1414304	304.98844143	-12.29561564	       	      	  -18.58	    1.80	12.652	12.410	            	5749	  537	1
 1413998	303.95339415	-12.55093944	 -88.50	 36.79	    6.91	   -9.25	11.052	10.628	            	5748	  197	1
 1414294	304.96093949	-12.24567182	 -16.79	 44.59	    1.92	   -0.83	11.445	10.023	            	5749	  673	1
 1414007	303.97145371	-12.36200527	-165.50	 83.40	 -963.02	  781.82	11.809	12.406	            	5748	  906	1
 1414169	304.41858789	-13.08014517	       	      	    1.21	   -9.49	13.069	11.592	            	5748	 2123	1
 1414236	304.72810671	-12.02112942	 -11.50	 26.60	    6.68	   -0.39	10.309	 9.842	A5          	5749	  803	1
 1414290	304.94656753	-12.17468260	 -35.00	 30.29	   -5.14	    2.77	10.914	10.368	            	5749	  846	1
 1414315	305.02310649	-12.28471338	       	      	    1.21	   -6.39	12.525	12.214	            	5749	  600	1
 1414018	304.00627129	-12.22676868	       	      	    2.71	  -19.19	12.827	11.477	            	5748	  757	1
 1414081	304.17493581	-12.04737124	       	      	    2.01	   -8.99	12.845	11.354	            	5748	  563	1
 1414313	305.02051500	-12.24245500	       	      	   18.62	  -34.32	      	13.448
 1414152	304.36431901	-11.95307058	       	      	   25.51	  -30.49	12.875	13.055	            	5748	  710	1
 1414286	304.92905718	-12.95882133	       	      	    5.01	   -5.49	12.282	11.988	            	5749	 1232	1
 1414142	304.34879355	-11.95353542	       	      	    6.01	  -13.49	12.353	12.476	            	5748	  726	1
 1414113	304.25801979	-11.98069575	       	      	    3.41	   -3.69	12.409	11.833	            	5748	  660	1
 1414067	304.15087550	-12.03691113	       	      	   -7.28	  -41.89	13.128	12.728	            	5748	  584	1
 1414202	304.57387720	-11.93291925	       	      	   66.01	    1.60	12.759	12.021	            	5749	  510	1
 1414227	304.70481618	-11.96015494	       	      	    5.41	    4.50	13.055	11.849	            	5749	  667	1
 1414156	304.37724819	-13.14453487	       	      	   30.71	   -7.49	12.709	12.217	            	5752	 2147	1
 1414343	305.14461249	-12.51856248	 -14.80	 25.50	    7.93	   14.32	10.637	 9.596	G5          	5749	 1662	1
 1414278	304.88309664	-12.01981537	 102.69	 47.90	   -3.38	   -6.33	11.487	10.825	            	5749	  790	1
 1414336	305.11016057	-12.76221826	  85.19	 68.59	   -4.10	   -8.71	      	10.673	            	5749	 1975	1
 1414205	304.58420108	-13.17071936	       	      	   11.31	   -9.59	12.565	12.310	            	5753	   27	1
 1413960	303.83929038	-12.62456108	  -3.50	 34.20	    5.95	   -7.73	10.879	10.494	            	5748	   30	1
 1414110	304.24498833	-13.15618452	       	      	   14.11	  -24.79	12.807	12.157	            	5752	 2178	1
 1414023	304.01626686	-13.01200620	       	      	    0.61	    2.00	12.635	12.289	            	5748	   75	1
 1414285	304.91782375	-13.08063592	  -0.10	 19.50	   23.80	    7.38	10.280	 9.623	F8          	5749	 2009	1
 1413962	303.84560908	-12.28427863	  -6.09	 41.29	   12.25	  -11.65	10.912	10.265	            	5748	 2273	1
 1414350	305.16586145	-12.75904403	  11.65	  0.97	   15.50	  -14.96	 4.720	 4.753	B9IV        	5749	 2531	1
 1414352	305.17225650	-12.27415724	  73.00	 56.20	   -8.89	   -6.32	11.406	11.082	            	5749	  622	1
 1414043	304.07839740	-13.12176877	       	      	   33.21	  -10.29	12.769	12.408	            	5748	 2101	1
 1414368	305.23589100	-12.59522587	       	      	   15.31	    3.40	11.829	10.721	            	5749	 1466	1
 1414164	304.39768094	-11.81742681	       	      	  -29.28	  -53.19	12.543	11.695	            	5748	 1360	1
 1413947	303.79732919	-12.27920123	       	      	    5.01	   -4.59	11.998	11.646	            	5748	  807	1
 1414255	304.79469167	-11.85893073	       	      	    0.01	  -33.99	12.847	11.768	            	5749	  952	1
 1414306	305.00023799	-11.98273492	       	      	    2.51	   -2.19	12.097	11.187	            	5749	  747	1
 1414212	304.62538791	-11.80506652	       	      	   26.11	  -14.79	13.116	11.995	            	5749	  787	1
 1414052	304.10797325	-13.16726455	  -5.80	 16.29	   19.01	   -4.23	10.455	 9.312	G5          	5752	 2091	1
 1414338	305.12430735	-12.10471910	       	      	    1.21	   -2.89	12.787	11.879	            	5749	 1005	1
 1414199	304.55563376	-11.78760189	       	      	   12.81	   -1.09	12.456	11.189	            	5749	  726	1
 1414033	304.04691069	-13.14100637	       	      	  -16.18	   -5.99	13.158	12.242	            	5752	 2134	1
 1414172	304.43384719	-13.28497156	       	      	    2.21	   -7.99	12.235	11.551	            	5752	 2233	1
 1414373	305.25842931	-12.37537510	       	      	    5.41	  -12.59	12.328	12.456	            	5749	 1105	1
 1413997	303.95082908	-13.07494728	       	      	   -6.28	  -23.59	12.861	11.699	            	5748	 1550	1
 1414307	305.00059755	-11.94626774	  19.10	 32.00	  -14.73	  -15.93	11.366	 9.745	            	5749	  625	1
 1414378	305.28371149	-12.55178350	       	      	   19.21	  -15.59	12.550	11.209	            	5749	 1028	1
 1414369	305.23951227	-12.26377158	       	      	   -4.58	   -3.39	12.303	12.263	            	5749	  609	1
 1414384	305.29272522	-12.51659925	 195.30	 78.30	   12.61	  -11.83	11.462	10.885	            	5749	 1649	1
 1414324	305.06958622	-13.07400145	  21.70	 21.50	    5.46	   -6.17	10.241	 9.660	F8          	5749	 2173	1
 1413941	303.78059618	-12.86666463	       	      	   18.11	   -6.99	12.414	11.812	            	5748	   44	1
 1414333	305.10221895	-13.04627290	       	      	   -3.33	  -10.71	12.190	10.225	            	5749	 2150	1
 1414271	304.86074639	-13.23041295	 -93.00	 61.90	  -41.33	  -22.84	11.363	11.056	            	5753	  162	1
 1413926	303.71376193	-12.37664520	       	      	    2.91	   -6.89	12.509	12.227	            	5748	  869	1
 1413982	303.90739356	-13.06426275	  14.69	 21.50	    9.11	    5.34	10.442	10.171	A5          	5748	 1738	1
 1414115	304.26112545	-13.28472501	  65.69	 45.70	   31.80	   -0.75	11.708	10.837	            	5752	 2238	1
 1413914	303.68510150	-12.54853071	       	      	    3.71	   -9.49	13.500	11.211	            	5748	  107	1
 1413949	303.80266592	-12.11884937	       	      	  -13.28	  -15.59	12.088	11.568	            	5748	  468	1
 1414377	305.28321467	-12.29844682	       	      	   30.71	   -7.39	12.379	11.990	            	5749	  543	1
 1413950	303.80303109	-12.96844987	       	      	    2.51	  -11.79	12.170	12.095	            	5748	   16	1
 1413911	303.67554763	-12.63604400	  42.79	 18.29	   27.78	    4.61	10.207	 9.712	F5          	5748	   51	1
 1414015	303.99956643	-11.88499412	       	      	    3.51	   -1.79	12.697	12.133	            	5748	 2595	1
 1414325	305.07050250	-13.12712600	       	      	    4.33	  -12.42	      	12.077
 1413921	303.70401836	-12.77708852	       	      	   13.81	  -15.79	12.259	11.192	            	5748	  126	1
 1413989	303.93063169	-13.13521313	       	      	   -0.28	  -10.09	13.200	11.615	            	5752	 2094	1
 1413928	303.72306227	-12.20658010	       	      	    7.11	   -5.49	12.396	10.904	            	5748	  694	1
 1414404	305.34885432	-12.58180801	       	      	   -4.98	   -1.19	12.429	11.200	            	5749	 1608	1
 1413916	303.68840313	-12.28382860	 -37.90	 91.00	   -0.58	  -18.84	12.480	10.759	            	5748	  884	1
 1414381	305.28487854	-12.86390470	       	      	    0.61	  -19.19	12.103	10.536	            	5749	 1341	1
 1414099	304.22156846	-11.73702452	       	      	  -11.08	  -22.69	12.980	12.691	            	5748	 1152	1
 1413981	303.90669551	-11.92180770	       	      	    2.51	   -2.99	11.916	11.552	            	5748	  875	1
 1413933	303.73007614	-12.94292690	       	      	   -0.04	   -6.12	12.181	11.478	G2          	5748	  300	1
 1413996	303.94824398	-13.19980417	 -27.00	 17.89	   -5.66	   -6.82	10.681	 9.562	G5          	5752	 2087	1
 1414107	304.24000864	-13.35249497	  32.59	 54.40	   -3.23	   -1.87	11.986	10.869	            	5752	 2109	1
 1414412	305.37989337	-12.51171560	       	      	    5.61	    1.20	12.463	10.884	            	5749	 1625	1
 1413915	303.68618230	-12.20268163	       	      	    9.31	   -8.59	12.710	11.841	            	5748	  701	1
 1413976	303.88827669	-13.15979846	       	      	   -8.78	   -8.59	13.268	11.691	            	5752	 2185	1
 1414389	305.30106729	-12.15454607	  66.40	 35.20	   -2.09	   -1.56	11.281	10.157	            	5749	  905	1
 1414179	304.46108459	-13.40603816	   0.60	 58.59	   35.63	   10.01	11.715	11.088	            	5752	 1849	1
 1414351	305.16886364	-13.11951855	  18.89	 60.79	  -22.02	  -14.06	11.472	10.295	            	5749	 2090	1
 1414146	304.35270450	-11.65208784	       	      	   -7.78	 -180.99	12.953	12.584	            	5748	 1356	1
 1414422	305.41056186	-12.63965790	       	      	   -7.48	  -14.99	12.182	11.453	            	5749	 1538	1
 1414160	304.38734623	-13.42431145	       	      	   -4.98	  -13.29	13.921	11.751	            	5752	 2063	1
 1413942	303.78203281	-11.97103737	       	      	   16.01	  -14.59	12.476	11.593	            	5748	  670	1
 1414263	304.83430949	-13.37358658	 -18.79	 34.40	   25.05	   -5.63	10.999	10.615	            	5753	  312	1
 1414316	305.03343736	-13.27252970	       	      	   -9.08	  -38.49	12.152	11.559	            	5753	   97	1
 1413929	303.72378828	-13.03519152	       	      	    0.41	    2.00	11.489	11.223	            	5748	 1818	1
 1413895	303.59068720	-12.72817810	       	      	   11.01	  -15.09	12.356	11.481	            	5748	  137	1
 1413889	303.57011335	-12.65227711	       	      	  -16.68	  -10.09	12.267	12.517	            	5748	  367	1
 1414296	304.96642390	-13.33160542	       	      	   21.21	  -12.59	11.948	11.706	            	5753	  101	1
 1414180	304.46636589	-11.60812840	       	      	    1.51	  -13.59	12.833	11.056	            	5748	  339	1
 1414430	305.44851059	-12.53899380	       	      	   -2.18	   -8.79	12.412	11.163	            	5749	 1487	1
 1414416	305.39608539	-12.23070929	       	      	   -8.48	  -17.09	13.051	11.808	            	5749	  636	1
 1414088	304.19132469	-13.40952283	 -14.30	 20.89	   15.85	    2.84	10.967	 9.553	Mb          	5752	 1879	1
 1414030	304.03044900	-11.72563268	 107.50	 35.40	    9.81	   -4.43	10.958	10.533	            	5748	 2471	1
 1413991	303.94032458	-11.78012869	       	      	    4.81	    4.30	13.074	11.523	            	5748	 1274	1
 1413880	303.54096591	-12.44355601	 -24.29	 36.20	    0.13	    5.60	10.907	 9.852	G5          	5748	  696	1
 1414402	305.33191167	-13.01515420	       	      	   11.61	    0.60	12.037	11.607	            	5749	 1202	1
 1413898	303.60578682	-12.17455204	       	      	    7.91	  -34.99	12.679	11.864	            	5748	  598	1
 1414274	304.86514275	-11.65732526	       	      	    2.01	   -7.79	12.766	11.594	            	5749	 2412	1
 1413876	303.53916908	-12.35344207	       	      	   -1.78	  -18.69	12.147	11.117	            	5748	  947	1
 1413882	303.54114530	-12.33033245	  11.80	 31.89	   14.17	  -10.61	11.524	 9.651	            	5748	  964	1
 1414001	303.95955921	-11.73231189	 -18.60	 26.89	   -1.04	   26.04	10.579	 9.912	G0          	5748	  651	1
 1413874	303.52166984	-12.68956838	       	      	   14.01	   -6.99	12.300	11.260	            	5748	  362	1
 1414208	304.59321489	-13.50365420	       	      	    3.01	    3.20	13.165	11.597	            	5753	  774	1
 1413957	303.82951800	-13.26196500	       	      	   -2.16	   -0.43	      	11.959
 1414009	303.97994469	-11.69618622	   2.22	  1.39	    1.01	   -5.39	10.127	 9.065	K0III       	5748	 2518	1
 1414166	304.40956629	-11.55771509	       	      	    2.51	   -9.29	12.602	13.037	            	5748	 2564	1
 1414061	304.12237932	-11.62232715	       	      	   -0.98	  -15.59	12.583	11.828	            	5748	 2527	1
 1413881	303.54101941	-12.22789439	 -14.60	 19.60	    4.25	   -7.00	 9.684	 9.572	A0          	5748	  753	1
 1414346	305.15415497	-11.78283272	       	      	    6.51	  -10.09	12.714	12.418	            	5749	  707	1
 1414335	305.10584403	-11.73620354	       	      	  -14.98	    4.80	12.646	11.747	            	5749	  557	1
 1414032	304.04641860	-11.64459618	       	      	   -3.48	   -7.39	13.478	11.989	            	5748	 1340	1
 1414445	305.52065250	-12.46466938	  -7.40	 29.20	   -0.58	  -14.88	10.935	 9.816	K0          	5749	 1436	1
 1414366	305.23008183	-11.83130978	  14.50	 32.50	   10.01	  -14.78	11.098	10.667	            	5749	 1734	1
 1414284	304.91476539	-13.45041257	       	      	   16.71	    6.50	12.915	12.007	            	5753	  508	1
 1413986	303.92010021	-11.70506826	       	      	    4.41	  -12.59	14.138	11.432	            	5748	 1102	1
 1413956	303.82914328	-11.77174025	       	      	   11.31	   -1.19	12.440	11.959	            	5748	 1520	1
 1414438	305.49778324	-12.28110659	       	      	    8.61	   -2.19	12.782	12.151	            	5749	  590	1
 1414334	305.10249992	-13.35144015	   9.80	 17.50	   31.22	  -19.40	10.344	 9.893	F5          	5753	   90	1
 1413917	303.69897795	-13.17364938	  40.70	 37.40	    4.60	   14.71	11.225	 9.964	            	5752	 2161	1
 1414288	304.93891652	-13.45241616	   3.31	  1.54	   -0.84	   10.13	10.499	 8.831	K4/K5III    	5753	  496	1
 1414337	305.12365749	-13.34485578	       	      	   21.21	  -16.69	12.171	11.487	            	5753	   24	1
 1414357	305.19094376	-11.77598399	       	      	    3.21	   -5.89	11.889	11.736	            	5749	  677	1
 1414376	305.27745206	-13.21586832	       	      	   10.11	   -0.19	11.746	11.386	            	5753	  224	1
 1414228	304.70515323	-11.53204663	       	      	    8.61	  -16.19	12.686	11.910	            	5749	  327	1
 1413948	303.80033834	-13.29474255	       	      	   12.61	   -3.49	12.622	11.569	            	5752	 2099	1
 1414424	305.41843775	-12.04369915	       	      	  -15.58	  -17.49	12.456	12.622	            	5749	  872	1
 1414450	305.54236152	-12.64980383	       	      	   12.31	   -1.19	12.049	11.355	            	5749	 1601	1
 1414242	304.74597886	-11.53721086	       	      	   21.21	   -5.99	12.280	11.340	            	5749	 2333	1
 1414055	304.11620388	-13.48795779	       	      	   -3.68	    0.30	12.870	12.641	            	5752	 1747	1
 1414020	304.01403435	-11.62139641	       	      	    9.61	    1.10	12.287	10.918	            	5748	 1464	1
 1414130	304.30609118	-11.51558891	  10.60	 23.20	   49.12	    0.11	10.442	 9.853	G0          	5748	 1368	1
 1413931	303.72651106	-11.82363076	       	      	   11.51	    7.80	12.996	12.223	            	5748	 1252	1
 1413946	303.79495446	-11.75739422	       	      	   -0.08	  -20.09	12.450	11.213	            	5748	 1059	1
 1414045	304.08569550	-13.49256271	       	      	  -12.58	   -7.39	13.078	12.457	            	5752	 1783	1
 1414429	305.44447220	-12.05079056	       	      	   11.81	   -0.29	12.196	11.926	            	5749	  867	1
 1414140	304.33791588	-13.56451078	       	      	    7.51	   -2.49	11.443	11.172	            	5752	 2044	1
 1414453	305.55685642	-12.37799500	       	      	   79.01	  -49.89	12.807	12.258	            	5749	 1113	1
 1414390	305.30396474	-11.84518177	-130.60	 58.50	    7.20	   -7.59	11.495	11.211	            	5749	  915	1
 1414267	304.84361503	-11.54378064	   8.69	 51.29	    6.29	   -5.42	11.842	10.793	            	5749	   70	1
 1414448	305.53571255	-12.25083008	       	      	   -0.28	   -7.99	12.202	12.038	            	5749	  679	1
 1414066	304.14705117	-13.52801900	       	      	  -15.98	   -4.49	12.864	12.200	            	5752	 1643	1
 1414106	304.23494597	-13.55546137	       	      	   -8.48	   -0.59	12.911	11.996	            	5752	 1896	1
 1413910	303.66954156	-11.85995628	       	      	    5.31	   -2.99	12.732	11.885	            	5748	 1347	1
 1414044	304.08301486	-11.55883486	  73.30	 44.20	    1.51	   -4.17	11.274	10.895	            	5748	 1263	1
 1413918	303.70008405	-11.80921193	       	      	  -10.58	   -9.59	12.406	11.381	            	5748	 2508	1
 1414250	304.77404337	-11.49868440	 -12.69	 60.79	   -7.17	   -3.83	12.170	10.933	            	5749	 2512	1
 1414417	305.39610054	-13.15115122	       	      	   -2.18	  -11.49	12.881	11.314	            	5753	  230	1
 1414041	304.07465594	-11.54573402	  59.90	 40.79	   -0.08	   -4.97	11.092	10.646	            	5748	 1240	1
 1414029	304.02995385	-13.50322283	       	      	  -10.58	  -14.09	11.993	11.202	            	5752	 1723	1
 1413912	303.67576176	-11.82438577	  16.10	119.40	   -3.76	  -18.25	11.761	11.170	            	5748	 2525	1
 1413848	303.40187370	-12.63646888	       	      	    5.91	   -7.99	12.857	11.476	            	5748	  261	1
 1414308	305.00439404	-13.49418132	       	      	    3.51	   -1.69	12.724	12.201	            	5753	  714	1
 1414467	305.60410987	-12.45089644	 -35.59	 65.09	    0.16	    3.04	11.709	10.663	            	5749	 1379	1
 1414244	304.75883477	-13.58464894	       	      	  -13.28	   -8.49	12.941	12.781	            	5753	  513	1
 1414463	305.59152247	-12.72715032	  33.59	 40.59	   17.77	  -73.32	11.117	10.469	            	5749	 1432	1
 1414059	304.12098600	-13.55662141	 -44.59	 29.70	    5.16	   -5.71	11.099	 9.945	K0          	5752	 1899	1
 1414414	305.39175448	-11.87932769	  -4.19	 20.20	   -6.90	  -14.40	10.598	 9.405	G5          	5749	 1003	1
 1414234	304.72047876	-13.60169778	       	      	   29.01	  -22.59	11.843	11.275	            	5753	  410	1
 1414383	305.29189125	-13.30354119	 151.19	 95.90	    8.65	  -11.11	11.630	10.565	            	5753	  351	1
 1414309	305.01033597	-11.56153707	  39.29	 19.39	    0.35	  -12.39	10.506	 9.512	G5          	5749	  214	1
 1414385	305.29518106	-11.76509946	  61.29	 21.70	   10.73	  -15.27	10.762	 9.227	K5          	5749	  630	1
 1414299	304.96926211	-11.54099816	       	      	   15.31	   -5.59	12.625	12.255	            	5749	  893	1
 1414258	304.80330981	-11.48097444	       	      	 -144.28	   78.50	11.970	11.664	            	5749	 2474	1
 1414340	305.12817179	-11.62273908	   1.70	 15.69	   51.02	    2.43	 9.923	 9.390	G0          	5749	 2293	1
 1413923	303.70564688	-11.75624221	  68.09	 65.00	    5.77	  -17.11	11.823	10.521	            	5748	 1181	1
 1413940	303.77880924	-13.38385217	   3.40	  0.95	  -11.85	  -28.51	 8.331	 6.888	K1/K2III    	5752	 1691	1
 1414423	305.41766914	-13.18998156	 -59.70	 29.50	   44.52	  -18.90	10.662	 9.977	G5          	5753	   43	1
 1413890	303.57515560	-13.18054659	  47.70	 54.29	   -2.91	   -0.79	11.859	10.715	            	5752	 2174	1
 1414128	304.29740029	-11.44058137	       	      	  -16.48	  -15.59	13.071	11.940	            	5748	 1215	1
 1414028	304.02849338	-11.52241647	       	      	   12.11	  -21.19	12.606	11.933	            	5748	 2512	1
 1414071	304.16212272	-13.59624875	       	      	    6.01	  -10.09	12.596	11.332	            	5752	 2019	1
 1413985	303.91969965	-13.49349780	       	      	   -6.98	   -9.59	13.061	12.390	            	5752	 1792	1
 1413873	303.51493010	-13.10276733	       	      	    3.74	   -1.79	12.162	10.438	            	5748	 2088	1
 1413859	303.45113046	-12.08932024	  18.39	 26.29	   18.99	  -29.98	10.636	 9.653	G5          	5748	  443	1
