#
#   VizieR Astronomical Server: http://cdsweb.u-strasbg.fr	2004-12-14T02:56:34
#   Explanations and Statistics of UCDs:			See LINK below
#   In case of problem, please report to:	question@simbad.u-strasbg.fr
#    (link)
#
#Coosys	J2000:	eq_FK5 2000
#INFO	Ref=Vxml2938
#INFO	Target=263.733627+12.560035,rm=60.

#RESOURCE=1280
#Name: I/280A
#Title:	All-sky Compiled Catalogue of 2.5 million stars (Kharchenko 2001)
#Table	I_280A_ascc01:
#Name: I/280A/ascc01
#Title:	The all-sky catalogue of 2.5million stars
#Coosys	J2000_1991.250:	eq_FK5 2000_1991.250
#Column	recno	(I8)	Record number within the original table (starting from 1)        (link)	[ucd=RECORD]
#Column	RAJ2000	(F12.8)	Right Ascension J2000.0, epoch 1991.25        (link)	[ucd=POS_EQ_RA_MAIN]
#Column	DEJ2000	(F12.8)	Declination J2000.0, epoch 1991.25	[ucd=POS_EQ_DEC_MAIN]
#Column	Plx	(F7.2)	? Trigonometric parallax	[ucd=POS_PARLX_TRIG]
#Column	e_Plx	(F6.2)	? Standard error in Plx	[ucd=ERROR]
#Column	pmRA	(F8.2)	Proper Motion in RA*cos(DE)	[ucd=POS_EQ_PMRA]
#Column	pmDE	(F8.2)	Proper Motion in Declination	[ucd=POS_EQ_PMDEC]
#Column	Bmag	(F6.3)	? B magnitude in Johnson system	[ucd=PHOT_JHN_B]
#Column	Vmag	(F6.3)	? V magnitude in Johnson system	[ucd=PHOT_JHN_V]
#Column	SpType	(A12)	Spectral type in MK or HD system	[ucd=SPECT_TYPE_MK]
#Column	TYC1	(I4)	? TYC1 number from Tycho-2        (link)	[ucd=ID_ALTERNATIVE]
#Column	TYC2	(I5)	? TYC2 number from Tycho-2        (link)	[ucd=ID_ALTERNATIVE]
#Column	TYC3	(I1)	? TYC3 number from Tycho-2	[ucd=ID_ALTERNATIVE]

recno	RAJ2000	DEJ2000	Plx	e_Plx	pmRA	pmDE	Bmag	Vmag	SpType	TYC1	TYC2	TYC3
  965622	263.98039558	+12.32957507	  12.00	 16.20	    1.20	    2.38	10.230	 9.142	K0          	1000	 1661	1
  965473	263.43885311	+12.74223676	       	      	   -9.47	   15.58	11.548	10.925	            	1000	 2324	1
  965659	264.09345631	+12.63689921	  13.30	 17.29	    5.77	   -0.11	10.036	 9.089	G0          	1000	 1043	1
  965598	263.90804745	+12.24190047	  43.29	 50.50	    1.68	   13.13	12.106	10.273	            	1000	 1757	1
  965570	263.78879976	+12.19303681	  90.40	 37.40	    0.69	  -10.80	11.273	10.815	G           	1000	 1087	1
  965569	263.78605704	+12.18315815	  16.60	 18.20	    0.22	  -19.98	10.654	 9.400	K2          	1000	  393	1
  965572	263.79845697	+12.18451528	  46.79	 57.79	   -6.39	   -4.22	11.421	10.843	K0          	1000	  377	1
  965456	263.34959878	+12.66756966	 -59.50	 46.90	   -6.13	   25.12	11.344	10.699	            	1000	  305	1
  965646	264.05516400	+12.30945100	       	      	   -3.13	   13.51	      	10.940
  965506	263.58999658	+12.17515955	       	      	    0.62	   -0.81	11.758	11.714	            	1000	 1615	1
  965663	264.11660191	+12.38816848	       	      	    9.32	  -38.51	12.186	11.861	            	1000	 1968	1
  965578	263.84018116	+12.96226095	       	      	    9.12	  -14.81	11.879	11.487	            	1000	 2077	1
  965477	263.45570916	+12.22213697	   3.40	  8.89	   -1.09	   -0.39	 9.342	 8.936	A5          	1000	  441	1
  965655	264.08132091	+12.26427907	 -11.89	 31.39	   -7.38	    7.02	11.435	 9.755	            	1000	 1207	1
  965677	264.15936891	+12.79933238	       	      	   20.52	   14.58	12.587	11.883	            	1000	 1778	1
  965462	263.39644380	+12.92019125	       	      	  -19.17	    8.48	12.923	12.031	            	1000	 2096	1
  965692	264.23669223	+12.60423603	  57.09	 28.50	    6.18	   -7.98	10.789	 9.800	G5          	1000	  351	1
  965441	263.27609821	+12.34948464	       	      	   17.12	  -10.61	12.253	11.680	            	1000	 1734	1
  965644	264.04393617	+12.16900268	-107.59	 35.40	   -2.86	   -5.23	11.115	10.672	            	1000	   19	1
  965426	263.22951039	+12.63448318	       	      	   -5.47	   -6.51	12.150	11.621	            	1000	 1539	1
  965437	263.27102996	+12.33931188	       	      	   23.22	   -7.91	11.843	11.174	            	1000	  809	1
  965502	263.57137063	+13.03782322	   1.50	 17.70	   -1.12	  -41.22	10.076	 9.611	F2          	1000	 2066	1
  965443	263.28485947	+12.29696342	 -37.79	 27.20	   28.28	  -21.61	10.899	10.411	            	1000	  799	1
  965537	263.67320283	+13.06956892	  -4.30	 25.10	    6.26	  -30.15	10.579	 9.924	            	1000	 2108	1
  965535	263.66982416	+12.04757688	  67.00	 30.20	   -0.32	 -170.98	11.161	10.230	            	1000	   29	1
  965417	263.17306121	+12.56588909	       	      	   -2.60	  -53.34	11.944	11.340	            	1000	 1295	1
  965656	264.08548070	+12.13126254	  77.90	 53.90	   -8.80	  -13.32	11.444	10.884	            	1000	  619	1
  965451	263.31404384	+12.19251112	  16.60	 21.50	   -5.70	   -0.39	10.273	10.002	A0          	1000	  225	1
  965614	263.96161044	+12.04692216	   2.83	  0.86	   -5.10	   10.38	 8.474	 6.775	K5          	1000	   79	1
  965562	263.75885714	+13.13775395	   8.34	  0.91	    2.87	    3.69	 7.372	 7.270	A0          	1004	  260	1
  965530	263.65784672	+13.13467805	  -0.20	 46.29	  -14.33	   16.23	11.349	10.731	            	1004	  384	1
  965693	264.23863329	+12.25046271	 -17.79	 15.50	    7.46	    3.47	 9.585	 9.176	A5          	1000	  193	1
  965541	263.68260235	+11.97979723	       	      	    4.82	   -2.41	13.111	11.677	            	1000	  475	1
  965525	263.63907180	+11.97569310	       	      	  -15.97	   -3.21	13.989	11.814	            	1000	  805	1
  965723	264.35354817	+12.55015480	  -1.29	 10.00	   10.85	    9.17	 9.138	 8.638	F5          	1001	 1942	1
  965507	263.59164065	+13.16102699	   6.51	  0.93	   -0.17	  -30.50	 7.478	 6.529	G8III       	1004	  180	1
  965600	263.90962775	+11.96191534	       	      	    2.22	    6.88	12.590	11.968	            	1000	 1067	1
  965398	263.11150536	+12.42039074	       	      	   -2.67	    5.58	12.472	11.999	            	1000	  191	1
  965394	263.09201799	+12.56289845	       	      	   23.72	  -12.01	12.400	11.731	            	1000	 1808	1
  965679	264.17277439	+12.09884758	 -62.50	 45.20	   23.42	   14.35	11.406	10.735	            	1000	 1761	1
  965730	264.38731289	+12.52685021	       	      	   -8.27	  -12.11	11.908	11.930	            	1001	 1950	1
  965520	263.63113386	+11.92844420	       	      	    5.92	  -18.01	12.388	12.007	            	1000	  587	1
  965393	263.08877332	+12.44062703	 -42.70	 46.20	    1.76	   -4.54	11.738	11.113	            	1000	 2148	1
  965388	263.07446259	+12.57805155	 -47.40	 28.50	    7.54	   -1.95	11.303	10.638	            	1000	 1127	1
  965560	263.74441498	+11.91050241	       	      	    7.92	    4.98	13.199	12.197	            	1000	  583	1
  965420	263.20147761	+12.16033520	  70.50	 28.60	   -6.51	  -20.28	11.015	10.304	G5          	1000	  831	1
  965641	264.03547107	+13.14863467	 -44.59	 46.59	   -5.09	   -4.30	11.978	11.052	            	1004	  392	1
  965712	264.31957623	+12.17901651	  24.70	 37.79	   -7.14	   -3.35	11.108	10.497	            	1001	  838	1
  965392	263.08757658	+12.83647300	   6.50	 46.40	   -0.63	  -28.58	11.723	11.050	            	1000	 2151	1
  965735	264.39354690	+12.83150985	       	      	    6.02	    1.98	12.042	11.449	            	1001	 1206	1
  965573	263.81663094	+13.25989898	  26.10	 15.80	   15.55	  -12.90	10.035	 9.616	A5          	1004	   86	1
  965581	263.84339305	+11.85848838	       	      	   13.52	   -6.11	12.744	11.783	            	1000	 1428	1
  965376	263.02554762	+12.35796712	  54.70	 43.79	  -16.78	   -0.31	11.566	10.965	            	1000	 1798	1
  965591	263.88845671	+13.28176530	       	      	    2.02	   -2.71	11.706	11.082	            	1004	  186	1
  965410	263.15222855	+12.08886139	  23.70	 23.79	   -3.60	    5.96	10.771	10.492	            	1000	 1897	1
  965528	263.64883540	+13.29387385	  82.19	 36.09	  -10.28	  -13.55	11.385	10.071	            	1004	   56	1
  965626	263.98777739	+11.84478773	  29.79	 63.09	    6.30	   -1.71	11.716	11.325	            	1000	 1400	1
  965352	262.95287373	+12.54515924	  58.29	 36.00	   -2.18	   -9.55	11.271	10.857	            	1000	 2191	1
  965590	263.88747357	+11.80862045	       	      	    0.32	    0.78	12.054	11.121	            	1000	 1340	1
  965661	264.10913293	+11.88293575	       	      	    0.82	    6.88	12.229	12.038	            	1000	   21	1
  965355	262.95697576	+12.70704148	 -51.40	 53.29	   -5.81	  -10.64	12.084	10.603	            	1000	  913	1
  965762	264.50658659	+12.37198259	-261.70	 50.70	   -1.51	   -0.11	11.736	10.788	            	1001	  600	1
  965409	263.14962120	+12.02734750	 -22.39	 59.70	   -5.84	   -7.42	11.902	11.280	            	1000	 1307	1
  965343	262.93311582	+12.60710422	       	      	  -18.77	    6.58	12.634	12.149	            	1000	  179	1
  965636	264.01887906	+11.82646181	       	      	   -3.67	    3.98	11.968	11.161	            	1000	 1270	1
  965763	264.50868822	+12.82022871	  26.29	 35.40	  -50.21	  -20.50	11.568	10.403	            	1001	 2187	1
  965688	264.21382888	+13.20875753	 -29.60	 56.40	   -0.22	   -5.49	11.505	11.078	            	1004	   88	1
  965672	264.13903576	+13.25933366	   6.24	  0.79	    9.11	  -46.63	 8.161	 7.007	K0          	1004	  548	1
  965348	262.94533459	+12.80876195	  41.29	 50.79	   -7.03	   -6.17	11.773	11.001	            	1000	 1273	1
 2500403	263.86141110	+13.36183798	   4.80	  1.53	   -8.00	  -18.80	      	10.189
  965582	263.86127730	+13.36186365	   4.90	  1.53	   -7.98	  -19.49	 8.389	 8.120	A3          	1004	  466	1
  965334	262.90682850	+12.42404700	       	      	   15.66	    4.90	      	12.829
  965719	264.34114024	+13.13426339	  14.39	 23.79	   18.59	   -3.81	11.072	 9.864	K0          	1005	 1167	1
  965405	263.12877333	+13.14691417	-360.29	 61.90	  355.08	  138.99	12.561	10.997	            	1004	  738	1
  965612	263.95679196	+11.75613380	       	      	   -0.07	   -2.91	11.929	11.850	            	1000	 1108	1
  965785	264.58589616	+12.48596667	       	      	    7.12	   -5.91	12.497	10.586	            	1001	  784	1
  965709	264.31356560	+11.94345438	       	      	   24.12	  -16.81	12.313	11.748	            	1001	 1795	1
  965683	264.18309837	+11.84490863	 -16.10	 16.60	   -2.21	   -5.64	10.610	 9.096	M5          	1000	 1304	1
  965701	264.27217254	+11.90580382	       	      	    8.12	   12.08	11.677	11.254	            	1001	 1257	1
  965380	263.03956683	+12.06476528	 189.50	 54.50	    2.56	  -19.28	11.786	11.403	            	1000	   81	1
  965400	263.11456175	+13.15616352	  28.39	 52.90	    3.02	   -8.17	11.656	10.449	            	1004	  544	1
  965461	263.39599931	+11.77668642	       	      	    4.82	  -22.21	13.295	11.718	            	1000	  970	1
  965669	264.13097291	+13.31733774	 -30.79	 36.40	   -5.24	  -15.65	11.699	10.147	            	1004	   38	1
  965320	262.86681087	+12.68134902	  14.80	 14.39	  -27.20	  -59.04	 9.974	 9.296	F8          	1000	 1675	1
  965756	264.47906024	+13.01225322	  10.50	 11.39	    3.26	    1.30	 9.546	 9.037	F0          	1001	 1604	1
  965353	262.95543512	+12.15281393	-101.40	 39.29	   -6.79	    2.21	11.291	10.770	            	1000	 1117	1
  965789	264.60545403	+12.73733163	   8.17	  0.92	    3.36	   14.63	 8.505	 7.500	K0          	1001	  294	1
  965455	263.34481528	+13.34223914	  -7.80	 81.59	   10.35	  -16.58	11.935	11.204	            	1004	 1344	1
  965741	264.42813448	+12.00442551	       	      	    2.02	    8.28	12.766	11.669	            	1001	 1819	1
  965389	263.07544718	+13.16147286	 -18.79	 41.29	  -13.01	    7.58	11.556	10.293	            	1004	 1072	1
  965685	264.19999684	+11.80567430	       	      	    5.32	   -5.11	12.681	11.581	            	1000	 1500	1
  965771	264.54684779	+12.16558487	  38.09	 64.69	    1.12	    1.20	11.897	11.254	            	1001	  984	1
  965346	262.93750574	+12.13064866	  20.50	 24.79	   -1.83	    2.32	11.250	 9.472	            	1000	  885	1
  965654	264.08033499	+13.39107132	  26.00	 16.79	   -0.47	  -75.00	10.179	 9.611	F5          	1004	  646	1
  965814	264.65347910	+12.55673977	       	      	    0.62	    9.58	12.382	11.233	            	1001	 1466	1
  965314	262.85910813	+12.84009401	 -34.79	 47.29	   -0.48	    0.62	12.035	10.726	            	1000	 1313	1
  965442	263.27917933	+13.34137586	  47.40	 58.20	  -45.78	  -13.79	12.119	11.044	            	1004	  380	1
  965326	262.89316119	+12.18735599	 -15.19	 49.00	    1.10	    1.38	11.629	10.979	            	1000	 1303	1
  965360	262.96863303	+12.05421718	       	      	   -3.47	    3.88	12.131	11.590	            	1000	   75	1
  965312	262.81615249	+12.44498407	       	      	  -10.77	    9.78	12.332	12.145	            	1000	  577	1
  965587	263.87574262	+11.66713513	       	      	   -5.57	    1.18	11.895	11.532	            	1000	  430	1
  965754	264.46809291	+13.11824196	       	      	    6.02	   -7.01	12.075	11.162	            	1001	 2212	1
  965385	263.06199677	+11.93000748	   6.63	  0.76	    2.37	   15.35	 6.411	 6.417	B9.5V       	1000	   59	1
  965557	263.72883139	+13.47208333	  92.90	 70.30	 -192.51	   -3.40	12.174	10.861	            	1004	  862	1
  965362	262.97516224	+13.10606237	       	      	   -2.17	  -35.71	12.559	11.913	            	1000	 2298	1
  965387	263.07249675	+13.21643812	 -22.29	 33.29	   -5.68	  -33.03	11.095	10.346	            	1004	  594	1
  965732	264.38767848	+13.22917217	  15.39	 21.79	  -11.47	    6.97	10.632	10.049	            	1005	  745	1
  965548	263.70630918	+11.63216415	       	      	   -0.07	    0.18	12.479	11.630	            	1000	 1520	1
  965324	262.88754734	+12.11387677	  36.29	 22.29	   -1.10	  -11.35	10.540	10.347	            	1000	 1785	1
  965830	264.69306962	+12.63463317	       	      	    0.62	   -1.51	12.213	11.491	            	1001	 2076	1
  965650	264.06243693	+13.45163095	  48.29	 26.89	   -0.44	  -13.35	11.059	 9.836	            	1004	  444	1
  965791	264.60982932	+12.97908100	       	      	   10.12	  -21.71	11.966	11.340	            	1001	 1934	1
  965491	263.51695746	+13.48913105	       	      	   -3.97	  -46.01	11.712	11.120	            	1004	  660	1
  965769	264.52554234	+12.00098927	 -12.69	 41.09	   -0.90	   -3.94	11.582	10.257	            	1001	 1443	1
  965802	264.63878270	+12.92816957	       	      	    2.52	   -1.71	12.326	11.522	            	1001	 1954	1
  965838	264.71331918	+12.46365745	  32.29	 47.50	    8.29	    1.86	11.451	11.052	            	1001	 1040	1
  965801	264.63516330	+12.96395280	  94.80	 44.50	   11.84	    9.73	11.670	11.051	            	1001	 1790	1
  965422	263.20624631	+11.73734375	  57.00	 39.79	   -2.42	   -2.07	10.994	10.530	F2          	1000	 1536	1
  965313	262.83744716	+12.98314749	 -44.00	 24.10	  -78.02	  -71.60	10.933	10.037	            	1000	 1799	1
  965354	262.95551112	+11.93181229	   6.31	  0.93	    0.36	   13.80	 8.188	 7.957	A0          	1000	  535	1
  965811	264.64903916	+12.98310933	       	      	    4.42	  -12.81	12.241	11.629	            	1001	 1246	1
  965682	264.17921124	+11.67177383	 -22.89	 14.39	   -2.20	   -2.93	 9.746	 9.620	A0          	1000	  424	1
  965665	264.11883855	+11.64345363	       	      	   -3.97	   11.28	13.073	11.347	            	1000	  174	1
  965555	263.72352586	+11.56462270	       	      	    9.62	   -6.51	13.145	11.765	            	1000	  146	1

