#
#   VizieR Astronomical Server: http://cdsweb.u-strasbg.fr	2004-12-14T03:00:46
#   Explanations and Statistics of UCDs:			See LINK below
#   In case of problem, please report to:	question@simbad.u-strasbg.fr
#    (link)
#
#Coosys	J2000:	eq_FK5 2000
#INFO	Ref=Vxml5041
#INFO	Target=331.445982-00.319851,bm=60.000000/60.

#RESOURCE=1280
#Name: I/280A
#Title:	All-sky Compiled Catalogue of 2.5 million stars (Kharchenko 2001)
#Table	I_280A_ascc01:
#Name: I/280A/ascc01
#Title:	The all-sky catalogue of 2.5million stars
#Coosys	J2000_1991.250:	eq_FK5 2000_1991.250
#Column	recno	(I8)	Record number within the original table (starting from 1)        (link)	[ucd=RECORD]
#Column	RAJ2000	(F12.8)	Right Ascension J2000.0, epoch 1991.25        (link)	[ucd=POS_EQ_RA_MAIN]
#Column	DEJ2000	(F12.8)	Declination J2000.0, epoch 1991.25	[ucd=POS_EQ_DEC_MAIN]
#Column	Plx	(F7.2)	? Trigonometric parallax	[ucd=POS_PARLX_TRIG]
#Column	e_Plx	(F6.2)	? Standard error in Plx	[ucd=ERROR]
#Column	pmRA	(F8.2)	Proper Motion in RA*cos(DE)	[ucd=POS_EQ_PMRA]
#Column	pmDE	(F8.2)	Proper Motion in Declination	[ucd=POS_EQ_PMDEC]
#Column	Bmag	(F6.3)	? B magnitude in Johnson system	[ucd=PHOT_JHN_B]
#Column	Vmag	(F6.3)	? V magnitude in Johnson system	[ucd=PHOT_JHN_V]
#Column	SpType	(A12)	Spectral type in MK or HD system	[ucd=SPECT_TYPE_MK]
#Column	TYC1	(I4)	? TYC1 number from Tycho-2        (link)	[ucd=ID_ALTERNATIVE]
#Column	TYC2	(I5)	? TYC2 number from Tycho-2        (link)	[ucd=ID_ALTERNATIVE]
#Column	TYC3	(I1)	? TYC3 number from Tycho-2	[ucd=ID_ALTERNATIVE]

recno	RAJ2000	DEJ2000	Plx	e_Plx	pmRA	pmDE	Bmag	Vmag	SpType	TYC1	TYC2	TYC3
 1255188	331.05588460	-00.54944772	 140.60	 80.50	   -5.31	    2.53	11.401	10.633	G5          	5224	 1251	1
 1255232	331.29801300	-00.74814000	       	      	    7.09	  -19.61	      	12.578
 1175559	331.11448542	+00.01963727	       	      	  -42.37	  -28.18	11.611	11.249	            	 558	 2403	1
 1255284	331.57743166	-00.77769015	       	      	   22.82	  -26.58	12.491	12.028	            	5224	  764	1
 1255325	331.82303398	-00.02406632	 -67.50	 42.40	   -5.71	  -15.70	11.344	10.675	            	5224	 1775	1
 1255324	331.82157829	-00.02030224	       	      	  -20.47	  -23.98	12.516	11.969	            	5224	 1764	1
 1255177	331.00268400	-00.51057200	       	      	   -2.80	   23.17	      	13.157
 1175695	331.73357805	+00.08659945	   9.50	 41.00	    0.23	   -3.11	11.303	10.227	            	 558	 1971	1
 1255311	331.71233022	-00.74883713	  15.19	  7.40	  -55.25	  -40.93	 9.157	 7.914	K2          	5224	  554	1
 1175550	331.08232010	+00.03823379	   4.30	 30.79	   19.94	  -55.96	10.726	10.137	            	 558	 2375	1
 1255170	330.95381976	-00.51876323	       	      	  -12.97	    2.01	11.645	11.133	            	5224	 1365	1
 1255302	331.65064050	-00.81238700	       	      	   15.79	   19.38	      	12.688
 1255180	331.02498000	-00.78951200	       	      	    3.99	  -11.42	      	12.949
 1175544	331.01382825	+00.15042299	       	      	    2.62	   -0.07	11.973	10.586	            	 558	 1963	1
 1255330	331.84997283	-00.81951079	   6.69	 23.29	   32.74	    3.23	10.117	 9.790	A0          	5224	  864	1
 1175527	330.94775957	+00.17926290	       	      	   26.22	   10.11	12.321	11.557	            	 558	 2168	1

